"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"ASN00055234","1907","-31.0167","150.4833",,"TELBA, AS","        35","a","        35","a","         7","a","  81.3"," ,a,1218, ","    566.6"," ,a"
"ASN00055234","1908","-31.0167","150.4833",,"TELBA, AS","        49","a","        43","a","         5","a"," 113.5"," ,a,0315, ","    728.7"," ,a"
"ASN00055234","1910","-31.0167","150.4833",,"TELBA, AS","        50","a","        46","a","         5","a","  79.2"," ,a,0115, ","    628.0"," ,a"
"ASN00055234","1911","-31.0167","150.4833",,"TELBA, AS","        61","a","        45","a","         8","a","  52.6"," ,a,0112, ","    594.8"," ,a"
"ASN00055234","1912","-31.0167","150.4833",,"TELBA, AS","        54","a","        40","a","         1","a","  28.7"," ,a,0611, ","    400.6"," ,a"
"ASN00055234","1913","-31.0167","150.4833",,"TELBA, AS","        47","a","        35","a","         6","a","  69.3"," ,a,1219, ","    579.4"," ,a"
