"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NP000444540","1971","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    678.4","","     678.4","G","","","","","","","         0","G","        13","G","         0","G","       244","G","         0","G","   -1.8","G,0202, ","","","   29.6","G,0715, ","","","0.0","G,0208","","","","","","","","","     17.39","G","     23.08","G","     11.70","G"
"NP000444540","1972","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    754.6","","     754.6","G","","","","","","","         0","G","         5","G","         0","G","       258","G","         5","G","   -1.2","G,0218, ","","","   33.0","G,0612, ","-0.1","G,1223","-1.2","G,0218","","","     973.7","7","     973.7","G","","","     17.72","G","     23.93","G","     11.50","G"
"NP000444540","1973","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    775.3","","     775.3","G","","","","","","","         0","G","        11","G","         0","G","       256","G","         0","G","   -1.6","G,1227, ","","","   31.7","G,0416, ","-0.8","G,1224","-0.4","G,0126","","","     935.4","4","     935.4","G","","","     17.86","G","     23.98","G","     11.75","G"
"NP000444540","1974","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    805.7","","     805.7","G","","","","","","","         0","G","        15","G","         0","G","       275","G","         0","G","   -2.0","G,0116, ","","","   31.7","G,0424, ","0.0","G,1203","-0.8","G,0209","","","     954.5","5","     954.5","G","","","     17.84","G","     23.90","G","     11.78","G"
"NP000444540","1975","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    771.5","","     771.5","G","","","","","","","         0","G","        12","G","         0","G","       258","G","         0","G","   -1.7","G,0113, ","","","   31.4","G,0611, ","0.0","G,1229","-0.3","G,0126","","","     999.8","8","     999.8","G","","","     17.71","G","     23.85","G","     11.58","G"
"NP000444540","1976","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    661.6","","     661.6","G","","","","","","","         0","G","         9","G","         0","G","       282","G","         0","G","   -2.0","G,1231, ","","","   29.8","G,0528, ","-0.4","G,1210","","","","","     912.4","4","     912.4","G","","","     17.67","G","     24.04","G","     11.29","G"
"NP000444540","1977","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    668.8","","     668.8","G","","","","","","","         0","G","        32","G","         0","G","       277","G","         0","G","   -2.4","G,0101, ","","","   31.4","G,0601, ","-0.6","G,1218","0.0","G,0209","-2.2","G,0129","     972.4","4","     972.4","G","","","     17.43","G","     23.90","G","     10.96","G"
"NP000444540","1978","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    781.7","","     781.7","G","","","","","","","         0","G","        27","G","         0","G","       257","G","         0","G","   -3.5","G,0111, ","","","   31.0","G,0829,+","","","-0.7","G,0210","-2.4","G,0204","    1095.1","1","    1095.1","G","","","     17.59","G","     23.71","G","     11.46","G"
"NP000444540","1979","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    845.2","","     845.2","G","","","","","","","         0","G","         4","G","         0","G","       272","G","        10","G","   -0.8","G,0107, ","","","   34.0","G,0603, ","0.0","G,1222","-0.8","G,0107","","","     861.2","2","     861.2","G","","","     18.37","G","     24.59","G","     12.16","G"
"NP000444540","1980","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    852.5","","     852.5","G","","","","","","","         0","G","         5","G","         0","G","       265","G","         1","G","   -1.0","G,0114,+","","","   32.3","G,0425, ","","","-0.2","G,0116","","","     803.0","0","     803.0","G","","","     18.38","G","     24.53","G","     12.24","G"
"NP000444540","1981","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    767.1","","     767.1","G","","","","","","","         0","G","         8","G","         0","G","       280","G","         0","G","   -1.4","G,0111, ","","","   31.2","G,0613, ","0.0","G,1210","0.0","G,0116","","","     868.8","8","     868.8","G","","","     17.97","G","     23.89","G","     12.05","G"
"NP000444540","1982","27.7","85.367","1337.0","KATHMANDU AIRPORT, NP","    802.1","","     802.1","G","","","","","","","         0","G","         4","G","         0","G","       261","G","         3","G","   -1.0","G,1231, ","","","   32.9","G,0526, ","-0.2","G,1225","-0.4","G,0113","","","     867.6","6","     867.6","G","","","     18.10","G","     24.63","G","     11.58","G"
