"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"EI000003980","1885","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       228","E","        81","E","         0","E","","","","","","","","","","","","","  24.4"," ,E,0812, ","","","","","","","","","","","","","","","","","","","    624.7"," ,E","","","","","",""
"EI000003980","1886","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       253","E","       116","E","         0","E","","","","","","","","","","","","","  23.9"," ,E,0929, ","","","","","","","","","","","","","","","","","","","    888.2"," ,E","","","","","",""
"EI000003980","1887","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       233","E","        99","E","         0","E","","","","","","","","","","","","","  23.1"," ,E,0831, ","","","","","","","","","","","","","","","","","","","    803.1"," ,E","","","","","",""
"EI000003980","1888","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       231","E","       108","E","         2","E","","","","","","","","","","","","","  25.9"," ,E,0727, ","","","","","","","","","","","","","","","","","","","    817.9"," ,E","","","","","",""
"EI000003980","1889","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       232","E","       105","E","         2","E","","","","","","","","","","","","","  25.9"," ,E,0816, ","","","","","","","","","","","","","","","","","","","    872.6"," ,E","","","","","",""
"EI000003980","1890","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       237","E","       121","E","         0","E","","","","","","","","","","","","","  21.6"," ,E,0930,+","","","","","","","","","","","","","","","","","","","    855.6"," ,E","","","","","",""
"EI000003980","1891","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       211","E","        91","E","         0","E","","","","","","","","","","","","","  22.6"," ,E,0825, ","","","","","","","","","","","","","","","","","","","    670.1"," ,E","","","","","",""
"EI000003980","1892","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       235","E","        92","E","         2","E","","","","","","","","","","","","","  36.6"," ,E,0610, ","","","","","","","","","","","","","","","","","","","    843.6"," ,E","","","","","",""
"EI000003980","1893","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       226","E","        99","E","         1","E","","","","","","","","","","","","","  71.4"," ,E,0709, ","","","","","","","","","","","","","","","","","","","    828.3"," ,E","","","","","",""
"EI000003980","1894","55.3717","-7.34","21.0","MALIN HEAD, EI","","","","","       217","E","       106","E","         0","E","","","","","","","","","","","","","  15.5"," ,E,0704, ","","","","","","","","","","","","","","","","","","","    674.8"," ,E","","","","","",""
