"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076491","1944","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   1673.4","","    1673.4","I","        85","I","        70","I","        14","I","         0","I","         0","I","         0","I","       299","I","       100","I","    2.0","I,0114,+"," 187.0"," ,I,0617, ","   40.0","I,0817,+","","","","","","","","","","","     314.8","8","     314.8","I","   1158.7"," ,I","     22.07","I","     28.69","I","     15.44","I"
"MXM00076491","1945","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2189.8","","    2189.8","I","        46","I","        37","I","        10","I","         0","I","         0","I","         0","I","       337","I","       185","I","    3.0","I,1219, ","  83.0"," ,I,0611, ","   41.0","I,0818,+","","","","","","","","","","","     263.4","4","     263.4","I","    773.0"," ,I","     23.84","I","     31.15","I","     16.54","I"
"MXM00076491","1946","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2054.5","","    2054.5","I","        68","I","        60","I","        11","I","         0","I","         0","I","         0","I","       334","I","       159","I","    3.0","I,0121, ","  85.0"," ,I,0824, ","   42.0","I,0812, ","","","","","","","","","","","     160.9","9","     160.9","I","   1089.9"," ,I","     23.44","I","     30.33","I","     16.56","I"
"MXM00076491","1947","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2198.4","","    2198.4","I","        40","I","        32","I","        10","I","         0","I","         0","I","         0","I","       300","I","       167","I","    0.1","I,1214, ","  77.0"," ,I,0612, ","   40.0","I,0704,+","","","","","","","","","","","     429.5","5","     429.5","I","    678.5"," ,I","     23.08","I","     29.73","I","     16.42","I"
"MXM00076491","1948","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2032.8","","    2032.8","I","        47","I","        44","I","         7","I","         0","I","         3","I","         0","I","       328","I","       131","I","   -0.1","I,0129,+","  57.0"," ,I,0801, ","   42.0","I,0429,+","","","","","","","-0.1","I,0129","","","     308.2","2","     308.2","I","    695.2"," ,I","     23.15","I","     29.78","I","     16.52","I"
"MXM00076491","1949","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","","","","","","","","","","","","","","","         0","I","       334","I","       197","I","","","","","   40.5","I,0624,+","","","","","","","","","","","","","","","","","","","     31.53","I","",""
"MXM00076491","1950","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","","","","","","","","","","","         0","I","         1","I","","","","","","","   -0.2","I,1207, ","","","","","-0.2","I,1207","","","","","","","","","      68.2","2","      68.2","I","","","","","","","     17.79","I"
"MXM00076491","1951","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2295.3","","    2295.3","I","        47","I","        33","I","         9","I","         0","I","         4","I","         0","I","       340","I","       176","I","   -3.0","I,0203,+"," 298.4"," ,I,0822, ","   41.0","I,0430, ","","","","","","","-1.0","I,0204","-3.0","I,0203","","","","","   1062.0"," ,I","     24.10","I","     31.24","I","     16.96","I"
"MXM00076491","1952","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2054.6","","    2054.6","I","        67","I","        49","I","        12","I","         0","I","         0","I","         0","I","       336","I","       147","I","    5.0","I,1216,+","  94.5"," ,I,0611, ","   38.5","I,0826,+","","","","","","","","","","","      88.1","1","      88.1","I","    951.7"," ,I","     23.58","I","     30.36","I","     16.79","I"
"MXM00076491","1953","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2554.5","","    2554.5","I","        47","I","        34","I","         4","I","         0","I","         0","I","         0","I","       340","I","       195","I","    2.0","I,1225,+","  70.5"," ,I,1004, ","   46.5","I,0620, ","","","","","","","","","","","     138.6","6","     138.6","I","    493.8"," ,I","     24.86","I","     31.91","I","     17.81","I"
"MXM00076491","1954","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2369.1","","    2369.1","I","        56","I","        41","I","        12","I","         0","I","         0","I","         0","I","       347","I","       167","I","    4.5","I,1230, ","  78.0"," ,I,0829, ","   42.5","I,0312,+","","","","","","","","","","","     140.6","6","     140.6","I","    826.8"," ,I","     24.54","I","     31.08","I","     18.00","I"
"MXM00076491","1955","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","","","","","        59","I","        42","I","        11","I","         0","I","         0","I","         0","I","       333","I","       205","I","    1.5","I,0212,+"," 240.0"," ,I,0919, ","   42.0","I,0523, ","","","","","","","","","","","     199.9","9","     199.9","I","   1060.8"," ,I","     24.70","I","     31.60","I","     17.80","I"
"MXM00076491","1957","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2621.4","","    2621.4","I","        59","I","        48","I","         4","I","         0","I","         0","I","         0","I","       338","I","       212","I","    1.5","I,1212, ","  80.0"," ,I,0526, ","   42.0","I,0522, ","","","","","","","","","","","","","","","    561.9"," ,I","     25.22","I","     32.25","I","     18.19","I"
"MXM00076491","1958","23.733","-99.133","355.0","CIUDAD VICTORIA, MX","   2189.2","","    2189.2","I","        66","I","        52","I","        16","I","         0","I","         0","I","         0","I","       304","I","       168","I","    4.0","I,1231, ","  78.0"," ,I,0909, ","   45.0","I,0424, ","","","","","","","","","","","     254.7","7","     254.7","I","    987.5"," ,I","     23.55","I","     29.83","I","     17.28","I"
