"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1SDBT0006","2010","44.709599","-103.763952","944.6","BELLE FOURCHE 5.3 NE, SD US","","","","","","","","","","","","","","","","","    458.6"," ,N","",""
"US1SDBT0006","2011","44.709599","-103.763952","944.6","BELLE FOURCHE 5.3 NE, SD US","       122","N","        52","N","         4","N","","","        17","N","","","   152"," ,N,0326, ","  59.9"," ,N,0520, ","    575.9"," ,N","     1234"," ,N"
"US1SDBT0006","2012","44.709599","-103.763952","944.6","BELLE FOURCHE 5.3 NE, SD US","        73","N","        30","N","         1","N","","","         5","N","","","   127"," ,N,1207, ","  27.2"," ,N,0725, ","    263.9"," ,N","      533"," ,N"
"US1SDBT0006","2013","44.709599","-103.763952","944.6","BELLE FOURCHE 5.3 NE, SD US","       101","N","        35","N","         6","N","       62","","        10","N","   330"," ,N,0410, ","   279"," ,N,1005, ","  56.1"," ,N,0814, ","    631.3"," ,N","     1410"," ,N"
