"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014786","1958","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","    391.2","","     391.2","X","","","","","","","","","","","         0","X","        83","X","        34","X","       114","X","         2","X","","","","","","","  -15.0","X,0218,+","","","","","","","   32.2","X,0815,+","-0.6","X,1123","-7.8","X,1130","-7.8","X,1130","-7.8","X,1130","-10.0","X,1210","-1.7","X,0409","-2.2","X,0309","-5.6","X,0223","-7.2","X,0221","-10.6","X,0219","","","","","","","","","     10.71","X","     14.20","X","      7.22","X","","","",""
"USW00014786","1959","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","    590.1","","     590.1","X","","","","","","","","","","","         0","X","        91","X","        14","X","       141","X","         9","X","","","","","","","  -13.3","X,0202, ","","","","","","","   36.7","X,0629, ","-2.2","X,1117","-2.2","X,1117","-6.1","X,1118","-12.2","X,1223","-12.2","X,1223","-3.9","X,0329","-3.9","X,0329","-8.9","X,0323","-8.9","X,0323","-8.9","X,0323","    2858.1","1","    2858.1","X","","","","","     12.02","X","     15.94","X","      8.09","X","       315","X","      29.8","X"
"USW00014786","1960","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","    419.9","","     419.9","X","","","","","","","","","","","         0","X","       100","X","        18","X","       133","X","         3","X","","","","","","","  -13.9","X,1213, ","","","","","","","   32.8","X,0630, ","-1.1","X,1108","-2.2","X,1201","-5.6","X,1208","-8.3","X,1209","-9.4","X,1212","0.0","X,0411","-6.1","X,0326","-6.1","X,0326","-8.9","X,0312","-8.9","X,0312","    2736.7","7","    2736.7","X","","","","","     11.51","X","     15.33","X","      7.69","X","       338","X","      28.8","X"
"USW00014786","1961","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       180","X","      25.7","X"
"USW00014786","1963","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","","","","","","","","","","","","","","","","","","","","","","","","","        17"," ","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014786","1965","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","","","","","","","","","","","","","","","","","","","","","","","","","        13"," ","         2"," ","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014786","1966","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","    512.4","","     512.4","X","","","","","","","       27","","","","         0","X","        79","X","        17","X","       121","X","        10","X","        15"," ","         1"," ","         1"," ","  -13.3","X,0129,+","   203"," ,X,1225, ","","","","","   38.9","X,0703, ","-1.1","X,1120","-3.9","X,1202","-8.3","X,1203","-8.3","X,1203","-8.9","X,1204","0.0","X,0401","-3.3","X,0329","-4.4","X,0328","-8.3","X,0221","-12.8","X,0220","    2964.2","2","    2964.2","X","","","","","     11.55","X","     15.35","X","      7.76","X","       270","X","      23.6","X"
"USW00014786","1967","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","    371.0","","     371.0","X","","","","","","","       32","","","","         0","X","        86","X","        20","X","       113","X","         2","X","        34"," ","","","         7"," ","  -14.4","X,0213, ","   305"," ,X,0210, ","","","","","   32.2","X,0713,+","-1.7","X,1106","-6.1","X,1115","-6.1","X,1115","-6.7","X,1201","","","-1.1","X,0412","-2.2","X,0324","-4.4","X,0320","-12.2","X,0319","-12.2","X,0319","    2992.7","7","    2992.7","X","","","","","     10.90","X","     14.52","X","      7.28","X","       270","X","      22.6","X"
"USW00014786","1968","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","    442.9","","     442.9","X","","","","","","","       24","","","","         0","X","        88","X","        27","X","       126","X","         6","X","       147"," ","        27"," ","        18"," ","  -16.7","X,0109, ","   152"," ,X,0108,+","","","","","   33.9","X,0716,+","0.0","X,1113","-2.2","X,1207","-10.6","X,1209","-10.6","X,1209","-10.6","X,1209","-1.1","X,0325","-5.6","X,0314","-5.6","X,0314","-8.3","X,0303","-11.7","X,0222","    3059.3","3","    3059.3","X","","","","","     11.20","X","     14.76","X","      7.64","X","","","",""
"USW00014786","1969","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","    478.6","","     478.6","X","       118","X","        82","X","        13","X","       33","","         8","X","         0","X","        98","X","        19","X","       130","X","         4","X","       156"," ","        28"," ","        31"," ","  -11.7","X,1225,+","   381"," ,X,0210, ","   312"," ,X,0209, ","  66.8"," ,X,0904, ","   36.7","X,0825, ","-1.1","X,1023","-2.2","X,1116","-5.0","X,1122","-6.7","X,1221","-9.4","X,1224","-1.7","X,0401","-2.8","X,0331","-7.2","X,0312","-7.2","X,0312","-9.4","X,0214","    2927.8","8","    2927.8","X","   1152.4"," ,X","      723"," ,X","     11.41","X","     14.89","X","      7.92","X","        45","X","      26.2","X"
"USW00014786","1970","40.58333","-73.88333","4.9","NEW YORK FLOYD BENNETT FIELD, NY US","","","","","","","","","","","","","","","","","","","","","","","","","       118"," ","        23"," ","        26"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3121.1","1","    3121.1","X","","","","","","","","","","","","","",""
