"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"ASN00033298","2003","-19.6264","146.2939","292.5","DOTSWOOD, AS","","","","","        41","a","        23","a","         5","a","  37.0"," ,a,0324, ","    334.3"," ,a"
"ASN00033298","2004","-19.6264","146.2939","292.5","DOTSWOOD, AS","   2062.5","","    2062.5","a","","","","","","","","","",""
