"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00033548","1954","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       109","I","        48","I","         3","I","","","","","","","","","","","","","  39.1"," ,I,0711, ","","","","","","","","","","","","","","","","","","","","","","","    541.5"," ,I","","","",""
"UPM00033548","1956","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       127","I","        52","I","         2","I","","","","","","","","","","","","","  54.9"," ,I,0622, ","","","","","","","","","","","","","","","","","","","","","","","    561.2"," ,I","","","",""
"UPM00033548","1957","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","        98","I","        42","I","         3","I","","","","","","","","","","","","","  39.2"," ,I,0503, ","","","","","","","","","","","","","","","","","","","","","","","    430.9"," ,I","","","",""
"UPM00033548","1959","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       111","I","        52","I","         1","I","","","","","","","","","","","","","  26.9"," ,I,1030, ","","","","","","","","","","","","","","","","","","","","","","","    516.4"," ,I","","","",""
"UPM00033548","1960","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       125","I","        60","I","         3","I","","","","","","","","","","","","","  35.7"," ,I,1014, ","","","","","","","","","","","","","","","","","","","","","","","    614.7"," ,I","","","",""
"UPM00033548","1961","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","        99","I","        40","I","         1","I","","","","","","","","","","","","","  29.2"," ,I,0818, ","","","","","","","","","","","","","","","","","","","","","","","    402.5"," ,I","","","",""
"UPM00033548","1962","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       127","I","        63","I","         1","I","","","","","","","","","","","","","  26.2"," ,I,0618, ","","","","","","","","","","","","","","","","","","","","","","","    570.3"," ,I","","","",""
"UPM00033548","1964","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       122","I","        54","I","         2","I","","","","","","","","","","","","","  36.7"," ,I,0703, ","","","","","","","","","","","","","","","","","","","","","","","    536.9"," ,I","","","",""
"UPM00033548","1965","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       115","I","        51","I","         2","I","","","","","","","","","","","","","  70.2"," ,I,0610, ","","","","","","","","","","","","","","","","","","","","","","","    537.3"," ,I","","","",""
"UPM00033548","1967","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       140","I","        47","I","         3","I","","","","","","","","","","","","","  50.3"," ,I,0611, ","","","","","","","","","","","","","","","","","","","","","","","    544.4"," ,I","","","",""
"UPM00033548","1968","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       149","I","        60","I","         1","I","","","","","","","","","","","","","  38.8"," ,I,0927, ","","","","","","","","","","","","","","","","","","","","","","","    608.8"," ,I","","","",""
"UPM00033548","1970","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       166","I","        80","I","         4","I","","","","","","","","","","","","","  34.5"," ,I,0512, ","","","","","","","","","","","","","","","","","","","","","","","    799.5"," ,I","","","",""
"UPM00033548","1971","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       147","I","        63","I","         3","I","","","","","","","","","","","","","  45.1"," ,I,0702, ","","","","","","","","","","","","","","","","","","","","","","","    657.3"," ,I","","","",""
"UPM00033548","1972","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       131","I","        60","I","         3","I","","","","","","","","","","","","","  43.1"," ,I,0820, ","","","","","","","","","","","","","","","","","","","","","","","    583.2"," ,I","","","",""
"UPM00033548","1973","48.65","26.667","222.0","KAMIANETS PODIL SKY, UP","       131","I","        51","I","         2","I","","","","","","","","","","","","","  36.2"," ,I,0728, ","","","","","","","","","","","","","","","","","","","","","","","    495.3"," ,I","","","",""
