"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CLOP","1998","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    570.7","","     570.7","U","         0","U","        14","U","         0","U","       239","U","        60","U","   -5.0","U,1221, ","   44.4","U,0829, ","0.0","U,1205","-2.2","U,1207","-5.0","U,1221","0.0","U,0330","","","","","","","","","     16.14","U","     24.37","U","      7.90","U"
"USR0000CLOP","1999","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    504.1","","     504.1","U","         0","U","        16","U","         0","U","       262","U","        79","U","   -1.1","U,0211, ","   41.7","U,0712, ","0.0","U,1124","","","","","0.0","U,0410","","","","","    1405.0","0","    1405.0","U","     16.37","U","     25.68","U","      7.07","U"
"USR0000CLOP","2000","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    638.8","","     638.8","U","         0","U","        10","U","         0","U","       275","U","        91","U","   -1.7","U,1115, ","   43.3","U,0917, ","0.0","U,1111","","","","","0.0","U,0109","","","","","     907.8","8","     907.8","U","     17.42","U","     26.35","U","      8.49","U"
"USR0000CLOP","2002","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    590.0","","     590.0","U","         0","U","        17","U","         0","U","       271","U","        90","U","   -3.3","U,0130, ","   45.0","U,0710, ","0.0","U,1218","","","","","0.0","U,0418","-3.3","U,0130","","","    1056.5","5","    1056.5","U","     16.90","U","     26.41","U","      7.40","U"
"USR0000CLOP","2003","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    793.2","","     793.2","U","         0","U","        14","U","         0","U","       263","U","       116","U","   -1.7","U,1227,+","   42.8","U,0921,+","0.0","U,1123","","","","","0.0","U,0406","","","","","    1091.2","2","    1091.2","U","     17.54","U","     26.94","U","      8.14","U"
"USR0000CLOP","2005","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    560.8","","     560.8","U","         0","U","         4","U","         0","U","       271","U","        79","U","    0.0","U,1207,+","   41.1","U,0723, ","0.0","U,1203","","","","","0.0","U,0130","","","","","    1174.6","6","    1174.6","U","     17.10","U","     26.10","U","      8.10","U"
"USR0000CLOP","2006","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    691.1","","     691.1","U","         0","U","        23","U","         0","U","       253","U","        95","U","   -2.8","U,0216, ","   46.7","U,0722, ","0.0","U,1125","","","","","0.0","U,0313","-2.8","U,0216","","","    1104.1","1","    1104.1","U","     16.97","U","     26.08","U","      7.85","U"
"USR0000CLOP","2007","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    571.4","","     571.4","U","         0","U","        30","U","         0","U","       274","U","       103","U","   -5.0","U,0114,+","   43.3","U,0902,+","-1.7","U,1201","","","","","0.0","U,0419","-3.9","U,0118","-5.0","U,0114","    1112.5","5","    1112.5","U","     16.71","U","     26.50","U","      6.92","U"
"USR0000CLOP","2008","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    830.6","","     830.6","U","         0","U","        19","U","         0","U","       268","U","       135","U","   -2.2","U,1227, ","   45.6","U,0620, ","0.0","U,1012","-2.2","U,1227","","","0.0","U,0422","","","","","    1245.3","3","    1245.3","U","     17.38","U","     26.97","U","      7.79","U"
"USR0000CLOP","2009","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1045.3","3","    1045.3","U","","","","","",""
"USR0000CLOP","2012","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    786.8","","     786.8","U","         0","U","        21","U","         0","U","       280","U","       121","U","   -1.7","U,1111,+","   45.0","U,0811,+","0.0","U,1110","","","","","0.0","U,0406","","","","","    1042.5","5","    1042.5","U","     17.73","U","     27.59","U","      7.86","U"
"USR0000CLOP","2013","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","","","","","         0","U","        25","U","","","","","","","   -3.9","U,1208, ","","","-1.1","U,1204","-3.3","U,1205","","","-1.7","U,0226","-2.2","U,0114","","","","","","","","","","","      7.87","U"
"USR0000CLOP","2014","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    796.3","","     796.3","U","         0","U","         5","U","         0","U","       304","U","       112","U","   -1.7","U,1231, ","   40.0","U,0726, ","0.0","U,1229","","","","","-0.6","U,0205","","","","","     737.6","6","     737.6","U","     18.67","U","     27.77","U","      9.56","U"
"USR0000CLOP","2015","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    861.9","","     861.9","U","         0","U","        15","U","         0","U","       291","U","       101","U","   -3.3","U,1229, ","   42.8","U,0816, ","0.0","U,1126","-2.8","U,1215","","","0.0","U,0103","-2.8","U,0101","","","     683.9","9","     683.9","U","     18.39","U","     27.32","U","      9.46","U"
"USR0000CLOP","2016","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    714.8","","     714.8","U","         0","U","         5","U","         0","U","       279","U","       100","U","   -2.2","U,0202, ","   42.2","U,0626, ","-0.6","U,1217","","","","","-2.2","U,0202","-2.2","U,0202","","","     937.3","3","     937.3","U","     17.95","U","     27.06","U","      8.85","U"
"USR0000CLOP","2017","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    892.1","","     892.1","U","         0","U","         7","U","         0","U","       292","U","       115","U","   -2.2","U,0224, ","   44.4","U,0708,+","-0.6","U,1221","","","","","-1.1","U,0306","-2.2","U,0224","","","     948.8","8","     948.8","U","     18.49","U","     27.38","U","      9.60","U"
"USR0000CLOP","2018","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    701.1","","     701.1","U","         0","U","        20","U","         0","U","       280","U","        97","U","   -4.4","U,0220, ","   44.4","U,0707,+","-1.1","U,1227","","","","","0.0","U,0326","-2.8","U,0228","-4.4","U,0220","     798.1","1","     798.1","U","     17.79","U","     26.97","U","      8.61","U"
"USR0000CLOP","2019","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    670.5","","     670.5","U","         0","U","        16","U","         0","U","       245","U","        83","U","   -3.3","U,0219, ","   41.7","U,0901, ","0.0","U,1129","","","","","-0.6","U,0223","-3.3","U,0219","","","    1044.6","6","    1044.6","U","     17.06","U","     25.47","U","      8.65","U"
"USR0000CLOP","2020","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    879.8","","     879.8","U","         0","U","        16","U","         0","U","       273","U","       124","U","   -2.8","U,0204, ","   48.3","U,0906, ","-1.1","U,1109","","","","","0.0","U,0327","-2.8","U,0204","","","    1058.9","9","    1058.9","U","     17.94","U","     27.34","U","      8.54","U"
"USR0000CLOP","2021","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    787.9","","     787.9","U","         0","U","         8","U","         0","U","       277","U","       115","U","   -2.8","U,1220, ","   43.9","U,0616, ","0.0","U,1205","-2.8","U,1220","","","0.0","U,0321","","","","","    1026.9","9","    1026.9","U","     17.55","U","     27.13","U","      7.98","U"
"USR0000CLOP","2022","34.5358","-119.7833","310.9","LOS PRIETOS CALIFORNIA, CA US","    844.7","","     844.7","U","         0","U","        11","U","         0","U","       290","U","       117","U","   -3.3","U,0224, ","   45.0","U,0906, ","0.0","U,1115","","","","","-0.6","U,0413","-3.3","U,0224","","","     944.0","0","     944.0","U","     17.92","U","     27.54","U","      8.29","U"
