"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00054911","2013","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","","","","","","","","","","","","","","","","","         9"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054911","2014","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","","","","","","","","","","","","","","","","","       116"," ","        36"," ","        39"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054911","2015","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","","","","","","","","","","","","","","","","","       121"," ","        37"," ","        33"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054911","2016","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","","","","","","","","","","","","","","","","","       116"," ","        28"," ","        34"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054911","2017","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","","","","","","","","","","","","","","","","","       109"," ","        40"," ","        40"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054911","2018","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","","","","","","","","","","","","","","","","","       123"," ","        52"," ","        35"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054911","2019","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","","","","","","","","","","","","","","","","","       138"," ","        43"," ","        30"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00054911","2020","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","       3.2","W","    132.7","","     132.7","W","        19","W","       198","W","        96","W","        93","W","         0","W","       109"," ","        42"," ","        33"," ","  -29.9","W,0214, ","   30.0","W,0705,+","-1.0","W,0911","-3.2","W,0918","-4.9","W,1018","-7.7","W,1019","-10.5","W,1026","-1.0","W,0513","-3.8","W,0512","-6.0","W,0417","-10.5","W,0416","-10.5","W,0416","","","","","      5.15","W","     10.28","W","      0.02","W","       360","W","      13.0","W"
"USW00054911","2021","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","       2.9","W","    122.3","","     122.3","W","        25","W","       174","W","        83","W","       117","W","         0","W","        62"," ","        25"," ","        28"," ","  -32.7","W,0215, ","   31.7","W,0608,+","-0.5","W,1018","-3.8","W,1022","-4.9","W,1110","-9.3","W,1115","-9.3","W,1115","-1.6","W,0529","-2.7","W,0512","-6.0","W,0425","-10.5","W,0401","-10.5","W,0401","    4879.7","7","    4879.7","W","      5.89","W","     11.40","W","      0.38","W","","","",""
"USW00054911","2022","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","       3.2","W","    128.3","","     128.3","W","        39","W","       178","W","       107","W","       112","W","         2","W","        11"," ","         3"," ","        23"," ","  -32.7","W,0126, ","   32.8","W,0620,+","-1.0","W,0927","-4.3","W,0928","-5.5","W,1019","-8.8","W,1113","-10.5","W,1118","-0.5","W,0523","-6.0","W,0427","-6.0","W,0427","-7.1","W,0415","-12.1","W,0328","    4847.4","4","    4847.4","W","      4.74","W","     10.03","W","     -0.56","W","","","",""
"USW00054911","2023","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","       3.0","W","    163.0","","     163.0","W","         9","W","       172","W","        72","W","       119","W","         3","W","         8"," ","         3"," ","        25"," ","  -28.2","W,0131, ","   32.2","W,0904,+","0.0","W,1009","-3.2","W,1029","-7.1","W,1030","-7.1","W,1030","-11.0","W,1101","0.0","W,0526","-3.8","W,0426","-4.9","W,0418","-9.3","W,0407","-9.3","W,0407","    4662.6","6","    4662.6","W","      6.60","W","     11.82","W","      1.38","W","       270","W","      13.0","W"
"USW00054911","2024","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","","","    120.1","","     120.1","D","        13","D","       157","D","        67","D","       116","D","         0","D","         4"," ","         1"," ","        23"," ","  -25.0","D,1212, ","   31.1","D,0826, ","-0.5","W,1007","-3.8","W,1016","-4.9","W,1112","-9.3","W,1126","-9.3","W,1126","-1.6","W,0425","-4.3","W,0424","-7.7","W,0329","-7.7","W,0329","-13.2","W,0323","    4099.9","9","    4099.9","D","      7.47","D","     12.63","D","      2.32","D","","","",""
"USW00054911","2025","45.10083","-90.30333","448.1","MEDFORD TAYLOR CO AIRPORT, WI US","","","","","","","","","","","","","","","","","         2"," ","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
