"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GM009031000","1955","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","     88.2","","      88.2","C","       137","C","        79","C","         6","C","       12","","","","         0","C","       129","C","        13","C","       106","C","         1","C","  -14.5","C,0219, ","   180"," ,C,0222, ","","","  43.4"," ,C,0609, ","   32.8","C,0718, ","-1.7","C,1018","-3.3","C,1019","-6.7","C,1030","-6.7","C,1030","-10.0","C,1126","-2.2","C,0426","-2.2","C,0426","-5.6","C,0331","-7.2","C,0304","-10.0","C,0221","","","","","    825.5"," ,C","","","      9.26","C","     14.18","C","      4.34","C"
"GM009031000","1956","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","     41.5","","      41.5","C","       160","C","        73","C","         4","C","       21","","","","        10","C","       111","C","        39","C","        99","C","         1","C","  -24.5","C,0221, ","   250"," ,C,0219, ","","","  41.4"," ,C,0710, ","   33.4","C,0528, ","-0.6","C,1008","-3.9","C,1102","-5.6","C,1122","-6.7","C,1124","-9.5","C,1125","-0.6","C,0425","-2.8","C,0409","-4.4","C,0408","-6.7","C,0310","-14.5","C,0228","    3552.0","0","    3552.0","C","    814.7"," ,C","","","      8.42","C","     13.52","C","      3.32","C"
"GM009031000","1958","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","     98.7","","      98.7","C","       165","C","        99","C","         6","C","       26","","        10","C","         0","C","        96","C","         7","C","       117","C","         0","C","  -13.3","C,0126,+","   410"," ,C,0207, ","   373"," ,C,0206, ","  57.7"," ,C,0811, ","   31.1","C,0801, ","-1.7","C,1022","-3.9","C,1119","-4.4","C,1201","-9.5","C,1204","-9.5","C,1204","0.0","C,0425","-3.9","C,0418","-8.9","C,0324","-8.9","C,0324","-8.9","C,0324","","","","","   1108.1"," ,C","     1173"," ,C","      9.89","C","     14.95","C","      4.83","C"
"GM009031000","1959","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","    189.9","","     189.9","C","       124","C","        74","C","         2","C","       11","","        10","C","         0","C","       112","C","        13","C","       144","C","         6","C","  -14.5","C,0118, ","   250"," ,C,0116, ","   150"," ,C,0109, ","  32.3"," ,C,0814, ","   35.6","C,0710, ","-0.6","C,1001","-2.2","C,1008","-4.4","C,1109","-8.9","C,1215","-8.9","C,1215","-0.6","C,0424","-3.3","C,0423","-5.6","C,0224","-7.8","C,0209","-8.9","C,0207","    2941.3","3","    2941.3","C","    656.1"," ,C","      692"," ,C","     10.55","C","     16.43","C","      4.68","C"
"GM009031000","1960","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","     86.5","","      86.5","C","       190","C","       101","C","         2","C","       11","","         4","C","         1","C","        86","C","        11","C","       117","C","         1","C","  -18.9","C,0114, ","    50"," ,C,0219,+","    79"," ,C,0218, ","  26.7"," ,C,0518, ","   32.2","C,0623, ","-2.2","C,1014","-2.2","C,1014","-5.0","C,1213","","","","","-2.2","C,0503","-2.2","C,0503","-10.0","C,0211","-10.0","C,0211","-10.0","C,0211","    2925.3","3","    2925.3","C","    882.4"," ,C","      310"," ,C","     10.40","C","     15.52","C","      5.27","C"
"GM009031000","1961","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","    115.3","","     115.3","C","       165","C","        92","C","         4","C","        8","","         3","C","         0","C","        78","C","        18","C","       118","C","         4","C","  -13.3","C,1225, ","   100"," ,C,0128,+","    89"," ,C,0124, ","  31.0"," ,C,0612, ","   33.4","C,0702, ","-1.7","C,1020","-3.9","C,1118","-8.3","C,1120","-8.3","C,1120","-9.5","C,1216","0.0","C,0329","-2.2","C,0328","-7.8","C,0128","-7.8","C,0128","","","    2785.0","0","    2785.0","C","    899.3"," ,C","      238"," ,C","     10.84","C","     16.11","C","      5.57","C"
"GM009031000","1962","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","    146.6","","     146.6","C","       148","C","        76","C","         2","C","       19","","         7","C","         2","C","       112","C","        22","C","       103","C","         7","C","  -17.8","C,1228,+","   130"," ,C,1123, ","   122"," ,C,1121, ","  33.5"," ,C,0415, ","   35.0","C,0813, ","0.0","C,1018","-2.8","C,1022","-4.4","C,1119","-11.1","C,1123","-11.1","C,1123","0.0","C,0501","-2.8","C,0430","-5.0","C,0326","-6.7","C,0325","-9.5","C,0313","    3250.3","3","    3250.3","C","    725.8"," ,C","      632"," ,C","      8.97","C","     14.22","C","      3.73","C"
"GM009031000","1963","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","     80.5","","      80.5","C","       148","C","        86","C","         5","C","       64","","        11","C","         3","C","       119","C","        56","C","       102","C","         2","C","  -21.1","C,0206,+","   200"," ,C,0223,+","    97"," ,C,0220,+","  31.8"," ,C,0622, ","   33.4","C,0802, ","-1.7","C,1014","-2.2","C,1030","-7.8","C,1206","-7.8","C,1206","-8.9","C,1213","-0.6","C,0413","-2.8","C,0404","-5.6","C,0324","-7.8","C,0305","-11.1","C,0304","    3851.2","2","    3851.2","C","    777.0"," ,C","      714"," ,C","      8.23","C","     13.31","C","      3.16","C"
"GM009031000","1964","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","    219.8","","     219.8","C","       128","C","        75","C","         1","C","       14","","         7","C","         0","C","       104","C","        26","C","       124","C","        18","C","  -13.3","C,1229, ","   100"," ,C,1230,+","    94"," ,C,1225, ","  32.3"," ,C,0513, ","   37.3","C,0718, ","-2.2","C,1013","-2.2","C,1013","-4.4","C,1201","-6.7","C,1226","-8.9","C,1227","-1.7","C,0408","-3.9","C,0318","-4.4","C,0317","-7.8","C,0311","-9.5","C,0222","    3413.3","3","    3413.3","C","    634.5"," ,C","      435"," ,C","      9.95","C","     15.03","C","      4.86","C"
"GM009031000","1965","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","     81.6","","      81.6","C","       223","C","       138","C","         3","C","       18","","        13","C","         0","C","        98","C","         9","C","        81","C","         0","C","  -15.6","C,0304,+","   150"," ,C,0303, ","   175"," ,C,0302, ","  49.0"," ,C,0609, ","   31.1","C,0713,+","-0.6","C,1020","-3.9","C,1022","-4.4","C,1023","","","","","-0.6","C,0414","-3.9","C,0313","-6.7","C,0312","-6.7","C,0312","-10.6","C,0308","    3302.7","7","    3302.7","C","   1294.9"," ,C","      929"," ,C","      9.31","C","     13.83","C","      4.78","C"
"GM009031000","1966","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","     94.0","","      94.0","C","       196","C","       119","C","         4","C","       12","","         8","C","         0","C","        90","C","        12","C","       103","C","         4","C","  -16.7","C,0119, ","    50"," ,C,0121,+","   124"," ,C,1104, ","  63.2"," ,C,0706, ","   33.4","C,0813, ","0.0","C,1030","-5.6","C,1031","-5.6","C,1031","-8.3","C,1101","","","0.0","C,0402","-2.2","C,0325","-5.0","C,0321","-15.6","C,0120","-15.6","C,0120","    3109.5","5","    3109.5","C","   1162.0"," ,C","      511"," ,C","     10.17","C","     15.04","C","      5.30","C"
"GM009031000","1967","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","    143.1","","     143.1","C","       180","C","       100","C","         3","C","       16","","        11","C","         0","C","       108","C","        16","C","       110","C","         7","C","  -15.0","C,0110, ","   100"," ,C,0107,+","   117"," ,C,1219, ","  36.8"," ,C,1223, ","   33.4","C,0718, ","-2.8","C,1018","-2.8","C,1018","-4.4","C,1110","-9.5","C,1208","-9.5","C,1208","-0.6","C,0503","-3.9","C,0424","-4.4","C,0225","-6.7","C,0217","-11.7","C,0215","    3165.7","7","    3165.7","C","    967.1"," ,C","      654"," ,C","     10.02","C","     15.42","C","      4.61","C"
"GM009031000","1971","48.7667","8.1","123.0","SOELLINGEN A GERMANY, GM","    174.2","","     174.2","C","       138","C","        67","C","         2","C","       25","","         7","C","         1","C","       120","C","        21","C","       132","C","        13","C","  -18.9","C,0101, ","   130"," ,C,0103,+","    76"," ,C,0311, ","  31.8"," ,C,0814, ","   34.5","C,0727, ","-2.2","C,0916","-2.2","C,0916","-6.7","C,1119","-6.7","C,1119","","","0.0","C,0428","-3.9","C,0401","-4.4","C,0313","-7.8","C,0309","-11.7","C,0306","    3356.4","4","    3356.4","C","    617.4"," ,C","      482"," ,C","      9.67","C","     15.43","C","      3.91","C"
