"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00250M001","1999","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","      0.0","","       0.0","C","","","","","","","","","       211","C","       309","C","       276","C","         0","C","         0","C","  -45.5","C,0131, ","","","","","   14.5","C,0809, ","-0.4","C,0805","-2.5","C,0820","-8.3","C,0913","-8.3","C,0913","-9.5","C,0915","-0.2","C,0716","-3.2","C,0612","-5.2","C,0609","-8.4","C,0608","-10.7","C,0604","","","","","","","","","    -16.13","C","    -12.64","C","    -19.63","C","","","",""
"CA00250M001","2000","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   12666.9","9","   12666.9","C","","","","","","","","","","","","","",""
"CA00250M001","2001","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","      0.0","","       0.0","C","","","","","","","","","       214","C","       321","C","       265","C","         1","C","         0","C","  -45.6","C,0113, ","","","","","   22.7","C,0724, ","-0.9","C,0809","-3.1","C,0823","-4.8","C,0827","-10.9","C,0918","-10.9","C,0918","-1.3","C,0731","-3.0","C,0620","-5.0","C,0607","-6.7","C,0601","-12.8","C,0530","","","","","","","","","    -16.23","C","    -12.72","C","    -19.75","C","","","",""
"CA00250M001","2002","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   12528.1","1","   12528.1"," ","","","","","","","","","","","","","",""
"CA00250M001","2003","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","      0.0","","       0.0","C","       139","C","        30","C","         0","C","","","       203","C","       345","C","       287","C","         0","C","         0","C","  -47.8","C,0226, ","","","  14.8"," ,C,0422, ","   12.3","C,0713, ","-1.3","C,0801","-2.8","C,0802","-4.8","C,0814","-8.0","C,0911","-10.0","C,0916","-1.1","C,0731","-2.9","C,0625","-6.1","C,0613","-8.9","C,0612","-8.9","C,0612","","","","","    268.6"," ,C","","","    -17.12","C","    -13.58","C","    -20.66","C","","","",""
"CA00250M001","2005","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","      0.0","","       0.0","C","       125","C","        23","C","         0","C","        21","C","       204","C","       324","C","       269","C","         0","C","         0","C","  -47.8","C,0223, ","    70"," ,C,1119, ","  10.3"," ,C,0816, ","   10.4","C,0723, ","-0.4","C,0801","-2.3","C,0814","-4.4","C,0829","-9.3","C,0909","-9.3","C,0909","-0.6","C,0730","-3.4","C,0616","-5.0","C,0602","-8.3","C,0523","-12.3","C,0520","   13150.8","8","   13150.8","C","    197.2"," ,C","     1639"," ,C","    -16.61","C","    -13.32","C","    -19.90","C","","","",""
"CA00250M001","2006","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","","","","","       151","C","        32","C","         0","C","        31","C","","","","","","","","","","","","","   190"," ,C,1011, ","  19.0"," ,C,1011, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    299.7"," ,C","     2723"," ,C","","","","","","","","","",""
"CA00250M001","2007","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","      0.0","","       0.0","C","","","","","","","","","       198","C","       292","C","       262","C","         0","C","         0","C","  -49.2","C,0302, ","","","","","   16.9","C,0723, ","-0.7","C,0802","-2.5","C,0830","-4.8","C,0905","-6.9","C,0908","-9.4","C,0917","-0.2","C,0624","-7.1","C,0605","-7.1","C,0605","-7.1","C,0605","-8.9","C,0604","","","","","","","","","    -15.91","C","    -12.61","C","    -19.20","C","","","",""
"CA00250M001","2015","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","","","","","","","","","","","","","       193","C","       294","C","       257","C","         0","C","         0","C","  -43.0","C,0211, ","","","","","   16.6","C,0718, ","-0.2","C,0802","-3.0","C,0904","-5.1","C,0910","-6.7","C,0913","-11.9","C,0921","-0.2","C,0730","-3.3","C,0608","-8.0","C,0531","-8.0","C,0531","-12.7","C,0524","","","","","","","","","    -15.50","C","    -12.22","C","    -18.78","C","","","",""
"CA00250M001","2016","76.2333","-119.35","2.0","MOULD BAY CS, NT CA","","","","","","","","","","","","","       190","C","       317","C","       257","C","         0","C","         0","C","  -41.0","C,1231, ","","","","","   11.8","C,0711, ","-0.6","C,0801","-2.4","C,0821","-4.5","C,0903","-7.1","C,0905","-9.8","C,0913","-1.6","C,0721","-2.5","C,0619","-8.8","C,0605","-8.8","C,0605","-9.0","C,0523","","","","","","","","","    -14.22","C","    -10.90","C","    -17.54","C","        17","C","      91.0","C"
