"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00080611","1937","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1665.6","","    1665.6","0","       135","0","        85","0","        17","0","","","","","         0","0","         2","0","         0","0","       341","0","        74","0","","","   -0.6","0,1207, ","","","",""," 118.9"," ,0,0331, ","   35.0","0,0721, ","","","-0.6","0,1207","","","","","","","","","","","     133.3","3","     133.3","0","","","","","   1485.2"," ,0","","","     22.36","0","     28.16","0","     16.57","0","",""
"USC00080611","1938","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1581.2","","    1581.2","0","       113","0","        70","0","        11","0","","","","","         0","0","         1","0","         0","0","       345","0","        66","0","","","    0.0","0,0128, ","","","","","  60.5"," ,0,0902, ","   34.4","0,0831,+","","","","","","","","","0.0","0,0128","","","","","     198.6","6","     198.6","0","","","","","   1041.5"," ,0","","","     22.23","0","     28.49","0","     15.96","0","",""
"USC00080611","1939","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1750.7","","    1750.7","0","       121","0","        78","0","        16","0","","","","","         0","0","         1","0","         0","0","       350","0","        79","0","","","    0.0","0,0120, ","","","","","  64.0"," ,0,0824, ","   34.4","0,0928,+","","","","","","","","","0.0","0,0120","","","","","     133.1","1","     133.1","0","","","","","   1409.9"," ,0","","","     22.69","0","     28.91","0","     16.47","0","",""
"USC00080611","1940","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1577.2","","    1577.2","0","       112","0","        76","0","        18","0","","","","","         0","0","         6","0","         0","0","       329","0","        75","0","","","   -4.4","0,0129,+","","","",""," 101.1"," ,0,1227, ","   35.0","0,0727,+","","","0.0","0,1116","","","","","-0.6","0,0130","-4.4","0,0129","-4.4","0,0129","     403.3","3","     403.3","0","","","","","   1395.8"," ,0","","","     21.64","0","     27.71","0","     15.57","0","",""
"USC00080611","1941","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1807.4","","    1807.4","0","       125","0","        86","0","        23","0","","","","","         0","0","         1","0","         0","0","       340","0","        98","0","","","   -2.8","0,0302, ","","","",""," 104.6"," ,0,0408, ","   35.6","0,0810,+","","","","","","","","","-2.8","0,0302","-2.8","0,0302","","","     249.2","2","     249.2","0","","","","","   1613.6"," ,0","","","     22.64","0","     28.34","0","     16.94","0","",""
"USC00080611","1942","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1759.2","","    1759.2","0","       127","0","        87","0","        22","0","","","","","         0","0","         2","0","         0","0","       336","0","        92","0","","","   -1.1","0,0304, ","","","",""," 176.8"," ,0,0604, ","   37.2","0,0722, ","","","","","","","","","-1.1","0,0304","","","","","     265.6","6","     265.6","0","","","","","   1672.5"," ,0","","","     22.27","0","     28.24","0","     16.29","0","",""
"USC00080611","1943","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1627.3","","    1627.3","0","       106","0","        75","0","        12","0","","","","","         0","0","         3","0","         0","0","       344","0","        86","0","","","   -2.2","0,1220,+","","","","","  50.5"," ,0,0909, ","   34.4","0,0923,+","","","-2.2","0,1220","-2.2","0,1220","","","-2.2","0,0216","-2.2","0,0216","","","     198.4","4","     198.4","0","","","","","   1097.4"," ,0","","","     22.10","0","     28.52","0","     15.68","0","",""
"USC00080611","1944","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1738.0","","    1738.0","0","       109","0","        75","0","        17","0","","","","","         0","0","         1","0","         0","0","       342","0","       112","0","","","   -2.8","0,1215, ","","","","","  96.0"," ,0,0717, ","   36.1","0,0625, ","","","-2.8","0,1215","-2.8","0,1215","","","","","","","","","     218.7","7","     218.7","0","","","","","   1323.7"," ,0","","","     22.44","0","     28.87","0","     16.00","0","",""
"USC00080611","1945","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1815.2","","    1815.2","0","       116","0","        81","0","        14","0","","","","","         0","0","         1","0","         0","0","       345","0","       106","0","","","    0.0","0,0111, ","","","",""," 123.4"," ,0,0916, ","   35.0","0,0709,+","","","","","","","","","0.0","0,0111","","","","","     216.7","7","     216.7","0","","","","","   1287.2"," ,0","","","     22.75","0","     29.19","0","     16.31","0","",""
"USC00080611","1946","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1860.7","","    1860.7","0","       130","0","        86","0","        18","0","","","","","         0","0","         0","0","         0","0","       355","0","        79","0","","","    2.2","0,0119, ","","","",""," 176.3"," ,0,1102, ","   35.0","0,0717, ","","","","","","","","","","","","","","","     175.5","5","     175.5","0","","","","","   1802.5"," ,0","","","     23.21","0","     29.09","0","     17.33","0","",""
"USC00080611","1947","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1997.6","","    1997.6","0","       151","0","       103","0","        26","0","","","","","         0","0","         2","0","         0","0","       337","0","        83","0","","","   -2.8","0,0206, ","","","",""," 172.7"," ,0,0918, ","   35.0","0,0804, ","","","","","","","","","0.0","0,0225","-2.8","0,0206","","","     186.3","3","     186.3","0","","","","","   2151.7"," ,0","","","     23.17","0","     28.58","0","     17.76","0","",""
"USC00080611","1948","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   2031.3","","    2031.3","0","       124","0","        86","0","        16","0","","","","","         0","0","         0","0","         0","0","       353","0","       107","0","","","    0.6","0,0115, ","","","",""," 180.3"," ,0,0922, ","   35.0","0,0814,+","","","","","","","","","","","","","","","      94.0","0","      94.0","0","","","","","   1599.9"," ,0","","","     23.65","0","     29.49","0","     17.81","0","",""
"USC00080611","1949","26.69278","-80.67111","6.1","BELLE GLADE, FL US","","","","","       115","0","        72","0","        12","0","        0","","         0","0","","","","","","","","","","","         7"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 171.2"," ,0,0827, ","","","","","","","","","","","","","","","","","      78.2","2","      78.2"," ","","","","","   1360.2"," ,0","        0"," ,0","","","","","","","",""
"USC00080611","1951","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1620.7","","    1620.7","0","       112","0","        75","0","        19","0","        0","","         0","0","         0","0","         1","0","         0","0","       340","0","        78","0","","","   -0.6","0,0109, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 159.8"," ,0,1002, ","   34.4","0,0830, ","","","","","","","","","-0.6","0,0109","","","","","     328.2","2","     328.2","0","","","","","   1580.4"," ,0","        0"," ,0","     22.10","0","     28.24","0","     15.96","0","",""
"USC00080611","1952","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1642.2","","    1642.2","0","       119","0","        77","0","        18","0","        0","","         0","0","         0","0","         1","0","         0","0","       340","0","        86","0","","","    0.0","0,1216, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  89.9"," ,0,1014, ","   36.1","0,0626,+","","","0.0","0,1216","","","","","","","","","","","     217.8","8","     217.8","0","","","","","   1467.4"," ,0","        0"," ,0","     22.09","0","     28.04","0","     16.15","0","",""
"USC00080611","1953","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1828.1","","    1828.1","0","       133","0","        97","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       349","0","       100","0","","","    1.1","0,1216, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 116.8"," ,0,0830, ","   35.0","0,0528, ","","","","","","","","","","","","","","","     215.1","1","     215.1","0","","","","","   1583.5"," ,0","        0"," ,0","     22.79","0","     28.66","0","     16.93","0","",""
"USC00080611","1954","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1613.4","","    1613.4","0","       148","0","        88","0","        14","0","","","","","         0","0","         2","0","         0","0","       336","0","        74","0","","","   -0.6","0,1222, ","","","","","  83.8"," ,0,0619, ","   35.0","0,0829, ","","","0.0","0,1221","","","","","","","","","","","     249.2","2","     249.2","0","","","","","   1377.0"," ,0","","","     21.85","0","     27.98","0","     15.72","0","",""
"USC00080611","1955","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1572.9","","    1572.9","0","       106","0","        74","0","        18","0","","","","","         0","0","         2","0","         0","0","       351","0","        87","0","","","   -0.6","0,0130, ","","","","","  63.0"," ,0,0902, ","   35.0","0,0811, ","","","","","","","","","-0.6","0,0130","","","","","     308.2","2","     308.2","0","","","","","   1305.8"," ,0","","","     22.04","0","     28.47","0","     15.62","0","",""
"USC00080611","1956","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1591.5","","    1591.5","0","       113","0","        68","0","        11","0","        0","","         0","0","         0","0","         5","0","         0","0","       334","0","        71","0","","","   -2.8","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  58.4"," ,0,0930, ","   35.6","0,0809,+","    1574.3","0","0.0","0,1128","","","","","-2.8","0,0115","-2.8","0,0115","","","     272.6","6","     272.6","0","","","","","   1005.6"," ,0","        0"," ,0","     21.75","0","     28.27","0","     15.22","0","",""
"USC00080611","1957","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1728.1","","    1728.1","0","       155","0","        93","0","        20","0","        0","","         0","0","         0","0","         2","0","         0","0","       351","0","        76","0","","","   -2.8","0,1213, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 153.2"," ,0,0121, ","   35.0","0,0812,+","    1509.3","0","-0.6","0,1212","-2.8","0,1213","","","","","","","","","     210.0","0","     210.0","0","","","","","   1810.8"," ,0","        0"," ,0","     22.60","0","     28.44","0","     16.77","0","",""
"USC00080611","1958","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1680.8","","    1680.8","0","       150","0","        83","0","        20","0","        0","","         0","0","         0","0","         6","0","         0","0","       316","0","        77","0","","","   -2.2","0,0205, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  75.7"," ,0,0326, ","   34.4","0,0923,+","    1504.1","0","","","","","","","0.0","0,0221","-2.2","0,0205","","","     436.8","8","     436.8","0","","","","","   1586.1"," ,0","        0"," ,0","     21.78","0","     27.39","0","     16.16","0","",""
"USC00080611","1959","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1781.2","","    1781.2","0","       164","0","       105","0","        18","0","        0","","         0","0","         0","0","         2","0","         0","0","       338","0","        68","0","","","   -1.1","0,0118, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 105.7"," ,0,0912, ","   33.9","0,1003,+","","","","","","","","","-1.1","0,0118","","","","","     185.0","0","     185.0","0","","","","","   1855.1"," ,0","        0"," ,0","     22.64","0","     28.26","0","     17.04","0","",""
"USC00080611","1960","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1604.4","","    1604.4","0","       131","0","        94","0","        18","0","        0","","         0","0","         0","0","         3","0","         0","0","       334","0","        56","0","","","   -2.8","0,0124, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  93.5"," ,0,0910, ","   33.9","0,0813,+","","","-0.6","0,1217","","","","","-2.8","0,0124","-2.8","0,0124","","","     321.8","8","     321.8","0","","","","","   1765.9"," ,0","        0"," ,0","     21.78","0","     27.78","0","     15.79","0","",""
"USC00080611","1961","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1667.7","","    1667.7","0","       105","0","        58","0","        12","0","        0","","         0","0","         0","0","         2","0","         0","0","       343","0","        82","0","","","   -2.8","0,1230, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  67.1"," ,0,0815, ","   34.4","0,0803,+","    1537.4","0","-2.8","0,1230","-2.8","0,1230","","","-0.6","0,0122","","","","","     272.2","2","     272.2","0","","","","","   1038.6"," ,0","        0"," ,0","     22.21","0","     28.44","0","     15.98","0","",""
"USC00080611","1962","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1655.6","","    1655.6","0","       122","0","        84","0","        20","0","        0","","         0","0","         0","0","         6","0","         0","0","       344","0","        95","0","","","   -2.2","0,1211, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.6"," ,0,0703, ","   35.0","0,0719, ","","","-2.2","0,1211","-2.2","0,1211","","","-1.1","0,0113","","","","","     211.1","1","     211.1","0","","","","","   1553.1"," ,0","        0"," ,0","     22.03","0","     28.39","0","     15.67","0","",""
"USC00080611","1963","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1652.1","","    1652.1","0","       122","0","        71","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       328","0","        91","0","","","    0.6","0,1226, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 112.8"," ,0,1231, ","   35.0","0,0813, ","    1534.3","0","","","","","","","","","","","","","     324.5","5","     324.5","0","","","","","   1267.1"," ,0","        0"," ,0","     21.98","0","     28.07","0","     15.89","0","",""
"USC00080611","1964","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1746.1","","    1746.1","0","       127","0","        71","0","        10","0","        0","","         0","0","         0","0","         2","0","         0","0","       344","0","        82","0","","","   -1.1","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.3"," ,0,1015, ","   35.0","0,0714, ","    1465.6","0","","","","","","","-0.6","0,0224","","","","","     329.0","0","     329.0","0","     17.05","0","     29.84","0","   1147.1"," ,0","        0"," ,0","     22.52","0","     28.31","0","     16.73","0","",""
"USC00080611","1965","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1696.6","","    1696.6","0","       109","0","        83","0","        24","0","        0","","         0","0","         0","0","         1","0","         0","0","       347","0","        68","0","","","   -3.9","0,0118, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.5"," ,0,0614, ","   33.9","0,1007,+","    1614.8","0","","","","","","","-3.9","0,0118","-3.9","0,0118","","","     146.5","5","     146.5","0","     16.60","0","     29.62","0","   1411.3"," ,0","        0"," ,0","     22.48","0","     28.67","0","     16.30","0","",""
"USC00080611","1966","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1681.4","","    1681.4","0","       134","0","        90","0","        13","0","        0","","         0","0","         0","0","         2","0","         0","0","       333","0","        76","0","","","   -3.3","0,0131, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 124.0"," ,0,0630, ","   34.4","0,0903,+","    1486.6","0","","","","","","","-0.6","0,0201","-3.3","0,0131","","","     238.7","7","     238.7","0","     16.85","0","     30.54","0","   1379.1"," ,0","        0"," ,0","     22.09","0","     27.82","0","     16.37","0","",""
"USC00080611","1967","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1760.8","","    1760.8","0","       111","0","        62","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       351","0","        96","0","","","    0.6","0,0226, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.0"," ,0,0717, ","   35.0","0,0601,+","    1634.8","0","","","","","","","","","","","","","     214.2","2","     214.2","0","     17.81","0","     32.62","0","    851.6"," ,0","        0"," ,0","     22.76","0","     28.96","0","     16.55","0","",""
"USC00080611","1968","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1635.0","","    1635.0","0","       128","0","        89","0","        29","0","        0","","         0","0","         0","0","         2","0","         0","0","       325","0","        73","0","","","   -2.8","0,1216, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.0"," ,0,0910, ","   34.4","0,0730,+","    1492.3","0","-2.8","0,1216","-2.8","0,1216","","","-1.7","0,0302","","","","","     252.6","6","     252.6","0","     16.30","0","     30.99","0","   1861.1"," ,0","        0"," ,0","     21.77","0","     27.73","0","     15.81","0","",""
"USC00080611","1969","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1658.3","","    1658.3","0","       147","0","       102","0","        23","0","        0","","         0","0","         0","0","         0","0","         0","0","       328","0","        75","0","","","    3.3","0,1227,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  96.3"," ,0,0710, ","   35.0","0,0717,+","    1397.4","0","","","","","","","","","","","","","     346.9","9","     346.9","0","     16.44","0","     30.53","0","   1927.9"," ,0","        0"," ,0","     21.95","0","     27.53","0","     16.37","0","",""
"USC00080611","1970","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1706.4","","    1706.4","0","       120","0","        87","0","        22","0","        0","","         0","0","         0","0","         2","0","         0","0","       331","0","        78","0","","","   -1.1","0,0111, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 127.0"," ,0,0326, ","   34.4","0,0805, ","    1559.3","0","","","","","","","-1.1","0,0111","","","","","     370.5","5","     370.5","0","     16.91","0","     30.59","0","   1801.0"," ,0","        0"," ,0","     22.09","0","     27.80","0","     16.39","0","",""
"USC00080611","1971","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1818.1","","    1818.1","0","       114","0","        78","0","        18","0","        0","","         0","0","         0","0","         3","0","         0","0","       349","0","        82","0","","","   -0.6","0,0120, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.4"," ,0,1104, ","   34.4","0,0717,+","    1620.2","0","","","","","","","0.0","0,0215","","","","","     267.8","8","     267.8","0","     17.14","0","     32.02","0","   1398.2"," ,0","        0"," ,0","     22.78","0","     28.80","0","     16.76","0","",""
"USC00080611","1972","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1939.3","","    1939.3","0","       116","0","        83","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       350","0","        77","0","","","    2.2","0,1228, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  81.5"," ,0,0401, ","   35.0","0,0702, ","    1420.4","0","","","","","","","","","","","","","      68.1","1","      68.1","0","     17.94","0","     31.70","0","   1320.5"," ,0","        0"," ,0","     23.27","0","     28.97","0","     17.58","0","",""
"USC00080611","1973","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1860.5","","    1860.5","0","       123","0","        72","0","        16","0","        0","","         0","0","         0","0","         3","0","         0","0","       336","0","        84","0","","","    0.0","0,1222,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 143.5"," ,0,0723, ","   35.6","0,1023,+","    1443.7","0","0.0","0,1212","","","","","","","","","","","     227.2","2","     227.2","0","     16.90","0","     30.83","0","   1301.3"," ,0","        0"," ,0","     22.69","0","     28.50","0","     16.88","0","",""
"USC00080611","1974","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1827.8","","    1827.8","0","       121","0","        79","0","        16","0","        0","","         0","0","         0","0","         0","0","         0","0","       351","0","        65","0","","","    1.7","0,0212,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  86.4"," ,0,0626, ","   34.4","0,1001,+","    1418.9","0","","","","","","","","","","","","","     168.2","2","     168.2","0","","","     30.65","0","   1286.8"," ,0","        0"," ,0","     22.91","0","     28.81","0","     17.01","0","",""
"USC00080611","1975","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1988.4","","    1988.4","0","       116","0","        89","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       352","0","       102","0","","","    2.2","0,1124, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.8"," ,0,0707, ","   33.9","0,0826,+","    1438.3","0","","","","","","","","","","","","","     111.7","7","     111.7","0","","","","","   1245.5"," ,0","        0"," ,0","     23.42","0","     29.35","0","     17.48","0","",""
"USC00080611","1976","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1696.1","","    1696.1","0","        99","0","        68","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       344","0","        63","0","","","    1.7","0,0201, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0524, ","   34.4","0,0717,+","    1408.2","0","","","","","","","","","","","","","     228.2","2","     228.2","0","     16.66","0","     29.86","0","   1024.1"," ,0","        0"," ,0","     22.44","0","     28.17","0","     16.72","0","",""
"USC00080611","1977","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1814.2","","    1814.2","0","       122","0","        71","0","        13","0","        0","","         0","0","         0","0","         4","0","         0","0","       333","0","       102","0","","","   -4.4","0,0120, ","     0"," ,0,1231,+","     0","T,0,0119, ","  86.9"," ,0,0905, ","   35.0","0,0910, ","","","-0.6","0,1228","","","","","-4.4","0,0120","-4.4","0,0120","-4.4","0,0120","     297.0","0","     297.0","0","     16.33","0","     29.85","0","   1192.5"," ,0","        0","T,0","     22.39","0","     28.25","0","     16.54","0","",""
"USC00080611","1978","26.69278","-80.67111","6.1","BELLE GLADE, FL US","   1880.9","","    1880.9","0","       131","0","        86","0","        21","0","        0","","         0","0","         0","0","         4","0","         0","0","       328","0","        84","0","","","   -1.1","0,0223,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  83.8"," ,0,0817, ","   34.4","0,0729, ","","","","","","","","","-1.1","0,0223","","","","","     383.2","2","     383.2","0","","","","","   1563.4"," ,0","        0"," ,0","     22.64","0","     28.05","0","     17.24","0","",""
