"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012957","2011","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       5.5","W","   2525.9","","    2525.9","W","        38","W","        21","W","         3","W","","","","","         0","W","         5","W","         0","W","       328","W","       152","W","       172"," ","        15"," ","        17"," ","   -2.1","W,0205,+","","","","","  49.0"," ,W,0630, ","   38.3","W,0904, ","","","0.0","W,0210","","","","","     291.5","5","     291.5","W","    252.1"," ,W","","","     24.39","W","     29.14","W","     19.64","W","        90","W","       150","W","      37.1","W","      62.6","W"
"USW00012957","2012","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       5.1","W","   2633.9","","    2633.9","W","        60","W","        30","W","         5","W","        0","","         0","W","         0","W","         0","W","         0","W","       341","W","       134","W","       164"," ","        15"," ","        39"," ","    2.8","W,0103, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  49.3"," ,W,1007, ","   38.3","W,0626, ","","","","","","","","","     193.5","5","     193.5","W","    423.9"," ,W","        0"," ,W","     25.14","W","     29.60","W","     20.67","W","       360","W","       180","W","      16.5","W","      31.7","W"
"USW00012957","2013","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       5.2","W","   2222.1","","    2222.1","W","        63","W","        37","W","         5","W","","","","","         0","W","         0","W","         0","W","       321","W","       102","W","       189"," ","        10"," ","        29"," ","    2.8","W,0117, ","","","","","  49.3"," ,W,1230, ","   37.2","W,0629, ","","","","","","","","","     186.8","8","     186.8","W","    478.5"," ,W","","","     23.54","W","     27.86","W","     19.22","W","       320","W","        90","W","      20.6","W","      55.0","W"
"USW00012957","2014","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","       240"," ","        36"," ","        34"," ","","","","","","","","","","","","","","","","","","","     447.3","3","     447.3","W","","","","","","","","","","","","","","","","","",""
"USW00012957","2015","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       5.0","W","   2254.2","","    2254.2","W","        82","W","        45","W","         6","W","        0","","","","         0","W","         0","W","         0","W","       310","W","        94","W","       289"," ","        30"," ","        43"," ","    2.2","W,0110, ","     0"," ,W,1231,+","","","  90.7"," ,W,1024, ","   36.7","W,0817, ","","","","","","","","","","","","","    723.1"," ,W","","","     23.50","W","     27.66","W","     19.34","W","       150","W","       140","W","      17.9","W","      23.7","W"
"USW00012957","2016","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       5.0","W","   2516.7","","    2516.7","W","        68","W","        41","W","         8","W","        0","","         0","W","         0","W","         0","W","         0","W","       335","W","       138","W","       218"," ","        32"," ","        38"," ","    2.2","W,0128, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  66.0"," ,W,0602, ","   36.7","W,0812,+","","","","","","","","","     220.7","7","     220.7","W","    668.2"," ,W","        0"," ,W","     24.59","W","     29.02","W","     20.17","W","       310","W","       310","W","      20.1","W","      24.6","W"
"USW00012957","2017","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       5.3","W","   2607.5","","    2607.5","W","        72","W","        37","W","         2","W","        0","","","","         0","W","         2","W","         0","W","       341","W","       143","W","       198"," ","        20"," ","        32"," ","   -1.6","W,0107, ","     0"," ,W,1231,+","","","  40.1"," ,W,0529, ","   38.9","W,0622,+","0.0","W,1208","-1.6","W,0107","","","","","     130.7","7","     130.7","W","    350.9"," ,W","","","     24.91","W","     29.61","W","     20.21","W","       360","W","       360","W","      19.7","W","      25.9","W"
"USW00012957","2018","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       5.4","W","   2408.3","","    2408.3","W","        94","W","        49","W","         6","W","        0","","         0","W","         0","W","         4","W","         0","W","       318","W","       137","W","       216"," ","        30"," ","        36"," ","   -1.0","W,0117,+","     0"," ,W,1231,+","     0","T,W,0116, ","  63.2"," ,W,0706, ","   38.9","W,0724, ","","","-1.0","W,0117","","","","","     337.6","6","     337.6","W","    691.2"," ,W","        0","T,W","     23.98","W","     28.28","W","     19.67","W","       320","W","       320","W","      19.7","W","      24.1","W"
"USW00012957","2019","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","","","   2278.9","","    2278.9","W","        86","W","        38","W","        10","W","        0","","","","         0","W","         0","W","         0","W","       310","W","       130","W","       201"," ","        31"," ","        30"," ","    2.8","W,1112,+","     0"," ,W,1231,+","","","  58.4"," ,W,0903, ","   37.2","W,0826,+","","","","","","","","","     346.3","3","     346.3","W","    692.6"," ,W","","","     23.90","W","     28.16","W","     19.64","W","","","","","","","",""
"USW00012957","2020","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","","","","","","","","","","","","","        0","","         0","W","","","","","","","","","","","       126"," ","        19"," ","        30"," ","","","     0"," ,W,1231,+","     0"," ,W,1231,+","","","","","","","","","","","","","","","","","","","        0"," ,W","","","","","","","","","","","","","",""
"USW00012957","2021","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       4.9","W","","","","","        65","W","        38","W","        13","W","        0","","         0","W","         0","W","         2","W","         0","W","       323","W","       101","W","       174"," ","        28"," ","        36"," ","   -5.5","W,0215, ","     0"," ,W,1231,+","     0","T,W,0217,+"," 102.9"," ,W,1001, ","   35.6","W,0903,+","","","-5.5","W,0215","-5.5","W,0215","-5.5","W,0215","","","","","    944.9"," ,W","        0","T,W","     23.85","W","     28.11","W","     19.59","W","       360","W","        10","W","      17.9","W","      25.5","W"
"USW00012957","2022","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       5.2","W","   2354.0","","    2354.0","W","","","","","","","        0","","         0","W","         0","W","         1","W","         0","W","       310","W","       128","W","       126"," ","        24"," ","        32"," ","    0.0","W,1224, ","     0"," ,W,1231,+","     0"," ,W,1231,+","","","   37.8","W,0406, ","0.0","W,1224","","","","","","","     330.1","1","     330.1","W","","","        0"," ,W","     23.59","W","     28.05","W","     19.13","W","       330","W","       160","W","      20.1","W","      26.4","W"
"USW00012957","2023","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","","","   2580.4","","    2580.4","W","        70","W","        36","W","        10","W","","","         0","W","         0","W","         0","W","         0","W","       331","W","       136","W","       148"," ","        17"," ","        31"," ","    2.8","W,0211, ","","","     0"," ,W,1231,+","  51.6"," ,W,0509, ","   38.3","W,0817,+","","","","","","","","","     237.8","8","     237.8","W","    618.5"," ,W","        0"," ,W","     24.86","W","     29.33","W","     20.38","W","","","","","","","",""
"USW00012957","2024","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","       4.8","W","   2537.0","","    2537.0","W","        73","W","        46","W","        10","W","","","         0","D","         0","W","         2","W","         0","W","       339","W","       122","W","       139"," ","        15"," ","        34"," ","   -2.7","W,0116, ","","","     0"," ,D,1231,+","  78.7"," ,W,0905, ","   37.2","W,0509, ","","","-2.7","W,0116","-2.7","W,0116","","","     221.5","5","     221.5","W","    851.6"," ,W","        0"," ,D","     24.80","W","     29.01","W","     20.58","W","        20","W","       170","W","      19.7","W","      30.0","W"
"USW00012957","2025","26.15966","-97.33781","5.1","PORT ISABEL CAMERON CO AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        44"," ","         6"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
