"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00009035","1940","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","        98","a","        54","a","         3","a","","","","","","","","","","","","","  67.3"," ,a,1003, ","","","","","","","    610.6"," ,a","","","","","",""
"ASN00009035","1941","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","       129","a","        71","a","         9","a","","","","","","","","","","","","","  44.5"," ,a,0617, ","","","","","","","    889.3"," ,a","","","","","",""
"ASN00009035","1942","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","       141","a","        87","a","         3","a","","","","","","","","","","","","","  81.3"," ,a,0517, ","","","","","","","    897.0"," ,a","","","","","",""
"ASN00009035","1943","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","       107","a","        67","a","         7","a","","","","","","","","","","","","","  43.4"," ,a,0823, ","","","","","","","    717.3"," ,a","","","","","",""
"ASN00009035","1944","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","       111","a","        58","a","         4","a","","","","","","","","","","","","","  45.2"," ,a,0811, ","","","","","","","    669.5"," ,a","","","","","",""
"ASN00009035","1945","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","       123","a","        80","a","         7","a","","","","","","","","","","","","","  74.9"," ,a,0618, ","","","","","","","    984.4"," ,a","","","","","",""
"ASN00009035","1946","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","       106","a","        77","a","         6","a","","","","","","","","","","","","","  37.8"," ,a,0620, ","","","","","","","    997.9"," ,a","","","","","",""
"ASN00009035","1947","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","       115","a","        79","a","        11","a","","","","","","","","","","","","","  69.3"," ,a,0503, ","","","","","","","   1081.2"," ,a","","","","","",""
"ASN00009035","1948","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","       113","a","        77","a","         8","a","","","","","","","","","","","","","  55.4"," ,a,0730, ","","","","","","","    838.3"," ,a","","","","","",""
"ASN00009035","1949","-31.9861","115.8192","6.1","NEDLANDS UWA, AS","        98","a","        67","a","         4","a","","","","","","","","","","","","","  33.3"," ,a,0623, ","","","","","","","    637.9"," ,a","","","","","",""
