"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00014989","2011","40.89417","-97.62583","507.2","YORK, NE US","","","","","","","","","","","","","","","","","","","","","","","        13"," ","         5"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014989","2012","40.89417","-97.62583","507.2","YORK, NE US","","","","","","","","","","","","","","","","","","","","","","","        67"," ","        17"," ","        42"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014989","2013","40.89417","-97.62583","507.2","YORK, NE US","","","","","","","","","","","","","","","","","","","","","","","        70"," ","        22"," ","        47"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014989","2014","40.89417","-97.62583","507.2","YORK, NE US","","","","","","","","","","","","","","","","","","","","","","","        73"," ","        14"," ","        51"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014989","2015","40.89417","-97.62583","507.2","YORK, NE US","       4.3","W","    486.7","","     486.7","W","        86","W","        47","W","         4","W","         4","W","       115","W","        28","W","       162","W","        20","W","        78"," ","        16"," ","        56"," ","  -22.7","W,0205, ","  46.0"," ,W,0610, ","   35.0","W,1011,+","0.0","W,1016","-2.7","W,1029","-7.7","W,1122","-7.7","W,1122","-12.1","W,1227","-2.7","W,0422","-2.7","W,0422","-4.9","W,0327","-7.7","W,0306","-17.1","W,0305","    3005.4","4","    3005.4","W","    608.6"," ,W","     11.31","W","     17.40","W","      5.22","W","        10","W","      17.0","W"
"USW00014989","2016","40.89417","-97.62583","507.2","YORK, NE US","","","","","","","","","","","","","","","","","","","","","","","        78"," ","        15"," ","        51"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014989","2017","40.89417","-97.62583","507.2","YORK, NE US","","","","","","","","","","","","","","","","","","","","","","","        64"," ","        20"," ","        39"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014989","2018","40.89417","-97.62583","507.2","YORK, NE US","       4.3","W","    597.7","","     597.7","W","","","","","","","         4","W","       157","W","        50","W","       147","W","        34","W","        92"," ","        11"," ","        37"," ","  -27.1","W,0101, ","","","   37.2","W,0615,+","-1.0","W,1011","-4.3","W,1015","-4.9","W,1107","-13.8","W,1109","-13.8","W,1109","-2.1","W,0428","-2.7","W,0419","-4.9","W,0415","-12.7","W,0407","-12.7","W,0407","","","","","","","      9.78","W","     15.52","W","      4.03","W","       310","W","      19.7","W"
"USW00014989","2019","40.89417","-97.62583","507.2","YORK, NE US","","","    501.9","","     501.9","W","","","","","","","         7","W","       154","W","        55","W","       149","W","        14","W","        93"," ","        22"," ","        68"," ","  -22.7","W,0304,+","","","   33.9","W,0719,+","-2.7","W,1011","-2.7","W,1011","-7.1","W,1028","-7.1","W,1028","-9.9","W,1031","0.0","W,0502","-4.9","W,0414","-4.9","W,0414","-7.1","W,0331","-17.7","W,0306","    3736.3","3","    3736.3","W","","","      9.43","W","     14.83","W","      4.04","W","","","",""
"USW00014989","2020","40.89417","-97.62583","507.2","YORK, NE US","","","","","","","","","","","","","","","","","","","","","","","        97"," ","        23"," ","        42"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    3411.9","9","    3411.9"," ","","","","","","","","","","","",""
