"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USW00004783","1962","40.18333","-74.11667","50.0","BELMAR, NJ US","       182"," ","        24"," ","","","",""
"USW00004783","1963","40.18333","-74.11667","50.0","BELMAR, NJ US","       186"," ","        26"," ","    3146.3","3","    3146.3","X"
