"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RMC00913915","1986","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","","","","","       205","0","       163","0","        41","0","","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+"," 111.8"," ,0,1212, ","","","","","","","   3012.9"," ,0","        0"," ,0","","","","","",""
"RMC00913915","1989","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","","","","","       226","0","       171","0","        24","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  67.3"," ,0,1120, ","","","","","","","   2380.9"," ,0","        0"," ,0","","","","","",""
"RMC00913915","1990","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","","","","","       198","0","       163","0","        36","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.1"," ,0,1124, ","","","","","","","   2725.1"," ,0","        0"," ,0","","","","","",""
"RMC00913915","1991","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","","","","","       223","0","       177","0","        51","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 124.0"," ,0,0307, ","","","","","","","   3872.9"," ,0","        0"," ,0","","","","","",""
"RMC00913915","1993","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","","","","","       207","0","       177","0","        47","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 101.1"," ,0,0920, ","","","","","","","   3208.3"," ,0","        0"," ,0","","","","","",""
"RMC00913915","1994","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","","","","","       201","0","       157","0","        39","0","","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+"," 135.4"," ,0,1029, ","","","","","","","   3209.3"," ,0","        0"," ,0","","","","","",""
"RMC00913915","1999","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","","","","","       186","0","       157","0","        27","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  80.3"," ,0,0207, ","","","","","","","   2398.1"," ,0","        0"," ,0","","","","","",""
"RMC00913915","2014","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","   3515.4","","    3515.4","7","       193","7","       160","7","        42","7","","","","","         0","7","         0","7","         0","7","       365","7","        43","7","   21.1","7,0725, ","","","","","  91.2"," ,7,0314, ","   36.7","7,0728, ","","","","","   3003.5"," ,7","","","     27.96","7","     30.41","7","     25.51","7"
"RMC00913915","2015","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0"," ","","","","","","","","","",""
"RMC00913915","2017","7.2667","168.8333","1.8","AILINGLAPALAP, MH RM","   3632.1","","    3632.1","7","       177","7","       149","7","        38","7","","","","","         0","7","         0","7","         0","7","       361","7","        69","7","   21.1","7,1125,+","","","",""," 101.6"," ,7,1212, ","   34.4","7,1102, ","       0.0","0","       0.0","7","   2682.7"," ,7","","","     28.39","7","     30.80","7","     25.97","7"
