"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013983","1948","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    669.3","","     669.3","0","       115","0","        67","0","        12","0","       32","","        11","0","         9","0","       110","0","        37","0","       190","0","        26","0","       130"," ","","","        67"," ","  -23.3","0,1226,+","   127"," ,0,1225,+","   109"," ,0,0101, ","  64.0"," ,0,1101, ","   36.1","0,0823,+","-0.6","0,1017","-2.2","0,1018","-4.4","0,1122","-7.2","0,1129","-11.7","0,1209","-1.1","X,0401","-5.0","X,0328","-5.0","X,0328","-10.0","X,0313","-10.0","X,0313","","","","","    986.6"," ,0","","","      597"," ,0","     12.22","0","     17.95","0","      6.49","0","","","","","",""
"USW00013983","1949","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    689.3","","     689.3","0","       132","0","        78","0","        15","0","       23","","         7","0","         2","0","       112","0","        27","0","       176","0","        23","0","       139"," ","","","        63"," ","  -20.6","0,0130, ","    76"," ,0,0120,+","    99"," ,0,0312, ","  58.2"," ,0,0912, ","   35.6","0,0702, ","-0.6","0,1026","-4.4","0,1031","-4.4","0,1031","-7.8","0,1122","-8.9","0,1208","-2.2","0,0419","-2.2","0,0419","-5.0","0,0319","-8.3","0,0318","-12.2","0,0315","    2805.3","3","    2805.3","0","   1211.0"," ,0","","","      392"," ,0","     12.57","0","     18.13","0","      7.00","0","","","","","",""
"USW00013983","1950","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    497.9","","     497.9","0","       100","0","        57","0","         8","0","        9","","         4","0","         2","0","       126","0","        32","0","       175","0","         7","0","       133"," ","","","        53"," ","  -19.4","0,1207, ","    51"," ,0,1207,+","    41"," ,0,1205, ","  39.6"," ,0,0603, ","   34.4","0,0625, ","-1.1","0,1103","-2.2","0,1104","-7.2","0,1110","-7.2","0,1110","-15.6","0,1123","-1.7","0,0415","-5.0","0,0414","-5.0","0,0414","-8.9","0,0313","-8.9","0,0313","    2789.2","2","    2789.2","0","    777.8"," ,0","","","      230"," ,0","     11.41","0","     17.12","0","      5.71","0","","","","","",""
"USW00013983","1951","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    611.3","","     611.3","0","       134","0","        86","0","        11","0","       28","","         9","0","         8","0","       114","0","        38","0","       164","0","        21","0","       121"," ","","","        84"," ","  -22.8","0,0202, ","   203"," ,0,1106,+","   188"," ,0,0213, ","  54.1"," ,0,0815, ","   36.1","0,0829, ","-1.7","0,1101","-9.4","0,1102","-9.4","0,1102","-9.4","0,1102","-9.4","0,1102","-0.6","0,0417","-5.0","0,0324","-5.0","0,0324","-9.4","0,0321","-9.4","0,0321","    3044.8","8","    3044.8","0","   1173.2"," ,0","","","      722"," ,0","     11.56","0","     16.99","0","      6.13","0","","","","","",""
"USW00013983","1952","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    840.9","","     840.9","0","        99","0","        56","0","        10","0","       13","","         5","0","         0","0","       115","0","        23","0","       182","0","        54","0","        85"," ","","","        50"," ","  -15.6","0,0129, ","    76"," ,0,1202,+","   107"," ,0,0302, ","  55.6"," ,0,0808, ","   40.6","0,0727,+","-0.6","0,1006","-2.2","0,1007","-6.1","0,1029","-8.3","0,1127","-11.1","0,1128","0.0","0,0416","-3.9","0,0327","-5.6","0,0324","-8.9","0,0306","-8.9","0,0306","    2872.3","3","    2872.3","0","    846.0"," ,0","","","      444"," ,0","     13.07","0","     19.12","0","      7.03","0","","","","","",""
"USW00013983","1953","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    955.1","","     955.1","0","        91","0","        46","0","         5","0","        9","","         3","0","         1","0","       103","0","         9","0","       179","0","        71","0","        69"," ","","","        44"," ","  -19.4","0,1223, ","   152"," ,0,0302, ","   157"," ,0,0301, ","  61.0"," ,0,0804, ","   38.9","0,0619, ","0.0","0,1029","-2.2","0,1105","-4.4","0,1108","-7.2","0,1215","-11.7","0,1216","-2.2","0,0420","-2.2","0,0420","-4.4","0,0326","-6.7","0,0304","-9.4","0,0222","    2697.8","8","    2697.8","0","    638.8"," ,0","","","      377"," ,0","     14.04","0","     20.23","0","      7.85","0","","","","","",""
"USW00013983","1954","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","   1056.2","","    1056.2","0","        98","0","        56","0","         8","0","        7","","         4","0","         0","0","        97","0","        14","0","       181","0","        78","0","        73"," ","","","        65"," ","  -17.2","0,0117,+","   178"," ,0,1230, ","   175"," ,0,1229, ","  58.9"," ,0,1011, ","   45.0","0,0714,+","-0.6","0,1030","-3.9","0,1101","-5.0","0,1102","-6.7","0,1210","-13.3","0,1230","-3.3","0,0403","-3.3","0,0403","-5.0","0,0401","-8.3","0,0315","-10.0","0,0304","    2504.3","3","    2504.3","0","    810.7"," ,0","","","      319"," ,0","     14.15","0","     20.21","0","      8.08","0","","","","","",""
"USW00013983","1955","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    788.3","","     788.3","0","        89","0","        57","0","        11","0","        9","","         4","0","         4","0","       111","0","        28","0","       193","0","        51","0","        73"," ","","","        48"," ","  -20.6","0,0211, ","    76"," ,0,0322, ","    79"," ,0,0325, ","  83.1"," ,0,0624, ","   37.8","0,0728, ","0.0","0,1031","-3.9","0,1103","-9.4","0,1116","-9.4","0,1116","-9.4","0,1116","-2.2","0,0329","-2.2","0,0329","-5.6","0,0328","-7.2","0,0327","-15.6","0,0326","    2560.6","6","    2560.6","0","    949.3"," ,0","","","      299"," ,0","     12.99","0","     18.95","0","      7.02","0","","","","","",""
"USW00013983","1956","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    865.0","","     865.0","0","        88","0","        57","0","         5","0","       18","","         7","0","         0","0","       109","0","        22","0","       193","0","        60","0","        86"," ","","","        59"," ","  -16.1","0,0131, ","   152"," ,0,0202,+","   122"," ,0,0129, ","  69.3"," ,0,0703, ","   38.3","0,0808,+","-2.2","0,1108","-2.2","0,1108","-5.0","0,1109","-8.3","0,1122","-8.9","0,1123","0.0","0,0424","-2.8","0,0423","-4.4","0,0320","-8.3","0,0313","-10.6","0,0308","    2908.7","7","    2908.7","0","    674.7"," ,0","","","      521"," ,0","     13.32","0","     19.62","0","      7.01","0","","","","","",""
"USW00013983","1957","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    732.5","","     732.5","0","       111","0","        63","0","         8","0","       14","","         6","0","         1","0","       108","0","        14","0","       165","0","        43","0","       122"," ","","","        47"," ","  -18.3","0,0114, ","    51"," ,0,0131,+","    58"," ,0,0408, ","  98.0"," ,0,0727, ","   38.3","0,0815, ","0.0","0,1025","-3.9","0,1026","-5.6","0,1110","-10.0","0,1130","-10.0","0,1130","-1.1","0,0414","-3.9","0,0413","-5.0","0,0412","-9.4","0,0308","-9.4","0,0308","    2650.8","8","    2650.8","0","    824.9"," ,0","","","      297"," ,0","     12.72","0","     18.29","0","      7.14","0","","","","","",""
"USW00013983","1958","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    635.3","","     635.3","0","       108","0","        64","0","        12","0","       27","","        10","0","         4","0","       112","0","        38","0","       178","0","        35","0","       106"," ","","","        51"," ","  -22.2","0,0217, ","   178"," ,0,0123,+","   213"," ,0,0121, ","  58.4"," ,0,0614, ","   36.1","0,0829, ","-1.1","0,1030","-7.2","0,1126","-7.2","0,1126","-7.2","0,1126","-10.0","0,1129","-1.1","0,0328","-5.0","0,0321","-5.0","0,0321","-12.8","0,0220","-12.8","0,0220","    2981.0","0","    2981.0","0","   1006.1"," ,0","","","      913"," ,0","     11.81","0","     17.35","0","      6.28","0","","","","","",""
"USW00013983","1959","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    823.2","","     823.2","0","       105","0","        58","0","        10","0","       20","","         3","0","         4","0","       106","0","        25","0","       175","0","        49","0","       102"," ","","","        55"," ","  -22.8","0,0105, ","   152"," ,0,0124,+","   114"," ,0,0120, ","  69.1"," ,0,0923, ","   36.1","0,0907,+","0.0","0,1018","-5.6","0,1105","-5.6","0,1105","-7.8","0,1106","-9.4","0,1114","-1.1","0,0413","-2.2","0,0411","-6.7","0,0322","-6.7","0,0322","-13.3","0,0220","    2794.2","2","    2794.2","0","    786.8"," ,0","","","      273"," ,0","     12.63","0","     18.37","0","      6.88","0","","","","","",""
"USW00013983","1960","38.96667","-92.36667","237.1","COLUMBIA MUNICIPAL AIRPORT, MO US","    757.3","","     757.3","0","       106","0","        61","0","         8","0","       54","","        16","0","         3","0","       118","0","        45","0","       184","0","        46","0","       103"," ","","","        49"," ","  -22.8","0,0305, ","   406"," ,0,0316, ","   183"," ,0,0302, ","  46.0"," ,0,0506, ","   37.8","0,0901, ","-3.9","0,1020","-3.9","0,1020","-6.7","0,1110","-6.7","0,1110","-10.6","0,1201","-3.9","0,0410","-3.9","0,0410","-8.3","0,0325","-8.3","0,0325","-8.9","0,0323","    3154.2","2","    3154.2","0","    719.9"," ,0","","","     1256"," ,0","     12.07","0","     17.78","0","      6.35","0","","","","","",""
