"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012810","1949","27.85","-82.51667","4.3","MACDILL AFB, FL US","   2110.8","","    2110.8","X","        92","X","        53","X","        10","X","        0","","         0","X","         0","X","         0","X","         0","X","       352","X","        83","X","        56"," ","        52"," ","    5.0","X,0101, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 108.2"," ,X,0928, ","   35.0","X,0730,+","","","","","","","","","","","","","","","","","    927.0"," ,X","        0"," ,X","     23.85","X","     28.34","X","     19.37","X","","","",""
"USW00012810","1950","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1951.7","","    1951.7","X","        90","X","        69","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       325","X","        76","X","        80"," ","        67"," ","    1.7","X,1219,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  96.5"," ,X,0904, ","   35.6","X,0626, ","","","","","","","","","","","","","     133.1","1","     133.1","X","   1172.5"," ,X","        0"," ,X","     22.97","X","     27.52","X","     18.42","X","","","",""
"USW00012810","1951","27.85","-82.51667","4.3","MACDILL AFB, FL US","   2116.6","","    2116.6","X","        85","X","        54","X","        12","X","        0","","         0","X","         0","X","         1","X","         0","X","       328","X","       115","X","        72"," ","        66"," ","    0.0","X,0203, ","     0"," ,X,1231,+","     0","T,X,0202, ","  96.5"," ,X,0928, ","   36.7","X,0716,+","","","","","","","","","0.0","X,0203","","","     346.2","2","     346.2","X","    948.2"," ,X","        0","T,X","     23.42","X","     28.04","X","     18.80","X","","","",""
"USW00012810","1952","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1992.6","","    1992.6","X","        94","X","        67","X","        10","X","        0","","         0","X","         0","X","         0","X","         0","X","       327","X","        93","X","        75"," ","        77"," ","    3.3","X,1216, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  46.5"," ,X,1019, ","   36.7","X,0626,+","","","","","","","","","","","","","     175.4","4","     175.4","X","    896.9"," ,X","        0"," ,X","     23.20","X","     27.53","X","     18.85","X","","","",""
"USW00012810","1953","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1963.9","","    1963.9","X","       103","X","        63","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       324","X","        59","X","        68"," ","        66"," ","    2.8","X,1218, ","     0"," ,X,1231,+","     0","T,X,0321, ","  73.7"," ,X,1124, ","   35.6","X,0602, ","","","","","","","","","","","","","     222.9","9","     222.9","X","   1146.6"," ,X","        0","T,X","     23.13","X","     27.06","X","     19.20","X","","","",""
"USW00012810","1954","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1947.5","","    1947.5","X","       119","X","        73","X","         5","X","        0","","         0","X","         0","X","         0","X","         0","X","       315","X","        82","X","        97"," ","        83"," ","    2.2","X,1207, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  51.3"," ,X,1029, ","   35.6","X,0817,+","","","","","","","","","","","","","     238.7","7","     238.7","X","    941.2"," ,X","        0"," ,X","     22.88","X","     27.15","X","     18.61","X","","","      82.7","X"
"USW00012810","1955","27.85","-82.51667","4.3","MACDILL AFB, FL US","   2032.5","","    2032.5","X","       102","X","        71","X","        11","X","        0","","         0","X","         0","X","         0","X","         0","X","       322","X","        94","X","        68"," ","        77"," ","    0.6","X,0213, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  94.0"," ,X,1029, ","   35.0","X,0923,+","","","","","","","","","","","","","     309.6","6","     309.6","X","   1020.5"," ,X","        0"," ,X","     23.15","X","     27.40","X","     18.90","X","       203","X","      25.7","X"
"USW00012810","1956","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1951.1","","    1951.1","X","        74","X","        52","X","         9","X","        0","","         0","X","         0","X","         0","X","         0","X","       315","X","        87","X","        59"," ","        61"," ","    3.3","X,0109, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  64.0"," ,X,0711, ","   36.7","X,0723, ","","","","","","","","","","","","","     276.9","9","     276.9","X","    793.2"," ,X","        0"," ,X","     22.87","X","     27.24","X","     18.51","X","","","",""
"USW00012810","1957","27.85","-82.51667","4.3","MACDILL AFB, FL US","   2061.3","","    2061.3","X","       115","X","        81","X","        21","X","        0","","         0","X","         0","X","         1","X","         0","X","       339","X","        76","X","        62"," ","        84"," ","   -1.7","X,1212, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  97.3"," ,X,0705, ","   35.6","X,0814,+","-1.7","X,1212","","","","","","","","","","","     155.4","4","     155.4","X","   1516.3"," ,X","        0"," ,X","     23.54","X","     27.71","X","     19.36","X","       225","X","      23.1","X"
"USW00012810","1958","27.85","-82.51667","4.3","MACDILL AFB, FL US","   2015.7","","    2015.7","X","       114","X","        77","X","        15","X","        0","","         0","X","         0","X","         1","X","         0","X","       290","X","       110","X","        67"," ","        91"," ","    0.0","X,0109, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  88.9"," ,X,0226, ","   36.1","X,0915, ","","","","","","","","","0.0","X,0109","","","     501.5","5","     501.5","X","   1249.8"," ,X","        0"," ,X","     22.53","X","     26.71","X","     18.34","X","       158","X","      23.1","X"
