"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00004901","2011","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        14"," ","         7"," ","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004901","2012","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","       4.6","W","","","","","        51","W","        27","W","         2","W","","","","","        16","W","       185","W","        65","W","        67"," ","        10"," ","        37"," ","","","  33.0"," ,W,0527, ","   40.0","W,0627, ","","","","","","","","","","","","","","","","","","","","","","","","","    315.9"," ,W","","","     19.84","W","","","       310","W","      18.3","W"
"USW00004901","2013","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","       4.7","W","","","","","        67","W","        37","W","         7","W","","","","","","","","","","","        76"," ","        20"," ","        46"," ","","","  69.9"," ,W,0525, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    557.3"," ,W","","","","","","","       340","W","      16.5","W"
"USW00004901","2014","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        79"," ","        20"," ","        50"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004901","2015","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","       4.5","W","    517.0","","     517.0","W","        81","W","        50","W","        10","W","         8","W","       111","W","        29","W","       172","W","        21","W","        81"," ","        20"," ","        53"," ","  -23.8","W,0205, ","  45.5"," ,W,0724, ","   36.1","W,1011, ","-0.5","W,1016","-2.7","W,1029","-7.7","W,1122","-7.7","W,1122","-12.1","W,1227","-2.7","W,0422","-2.7","W,0422","-6.0","W,0327","-18.8","W,0305","-18.8","W,0305","    3025.0","0","    3025.0","W","    721.3"," ,W","     11.43","W","     17.82","W","      5.04","W","       280","W","      19.7","W"
"USW00004901","2016","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        74"," ","        17"," ","        38"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004901","2017","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","","","","","","","","","","","","","","","","","","","","","","","        64"," ","        19"," ","        54"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004901","2018","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","       4.4","W","    586.7","","     586.7","W","","","","","","","        10","W","       156","W","        44","W","       152","W","        29","W","       103"," ","        16"," ","        41"," ","  -27.7","W,0101, ","","","   37.2","W,0615,+","-2.1","W,1011","-4.3","W,1015","-14.3","W,1109","-14.3","W,1109","-14.3","W,1109","-1.0","W,0428","-3.2","W,0419","-5.5","W,0415","-14.3","W,0407","-14.3","W,0407","","","","","","","      9.75","W","     15.78","W","      3.73","W","       310","W","      17.4","W"
"USW00004901","2019","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","       4.6","W","    500.8","","     500.8","W","","","","","","","        10","W","       145","W","        51","W","       151","W","        10","W","        84"," ","        28"," ","        62"," ","  -23.2","W,0304, ","","","   35.6","W,0629, ","-1.6","W,1011","-2.7","W,1012","-6.0","W,1028","-7.1","W,1030","-9.3","W,1031","-0.5","W,0502","-6.0","W,0414","-6.0","W,0414","-7.1","W,0331","-17.1","W,0306","    3781.0","0","    3781.0","W","","","      9.64","W","     15.31","W","      3.98","W","       320","W","      19.7","W"
"USW00004901","2020","40.89306","-97.99722","548.3","AURORA MUNICIPAL AIRPORT, NE US","       4.4","W","    661.4","","     661.4","W","","","","","","","         2","W","       147","W","        23","W","       172","W","        43","W","        70"," ","        23"," ","        36"," ","  -18.8","W,0220, ","","","   36.1","W,0905,+","0.0","W,1002","-3.2","W,1024","-5.5","W,1025","-7.7","W,1026","-9.3","W,1027","-3.8","W,0417","-3.8","W,0417","-7.1","W,0415","-7.1","W,0415","-9.3","W,0414","    3187.0","0","    3187.0","W","","","     11.57","W","     17.81","W","      5.32","W","       310","W","      19.7","W"
