"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00325588","1909","47.116667","-99.416667",,"MARSTONMOOR, ND US","","","","","        43","6","        34","6","         6","6","","","","","","","","","","","","","","","  63.5"," ,6,0711, ","","","","","","","","","","","","","","","","","","","","","","","    519.8"," ,6","","","","","",""
"USC00325588","1910","47.116667","-99.416667",,"MARSTONMOOR, ND US","","","","","        39","6","        29","6","         2","6","        71","6","       218","6","","","","","","","","","  -42.8","6,0218, ","  65.0"," ,6,0723, ","","","0.0","6,0804","-4.4","6,0826","-4.4","6,0826","-6.7","6,0909","-16.1","6,1020","0.0","6,0606","-3.3","6,0602","-6.1","6,0525","-6.7","6,0521","-10.6","6,0512","    311.3"," ,6","","","","","     -5.45","6"
"USC00325588","1911","47.116667","-99.416667",,"MARSTONMOOR, ND US","","","","","","","","","","","","","","","       118","6","        76","6","         1","6","","","","","","","   32.2","6,0630, ","","","","","","","","","","","","","","","","","","","","","","","","","      7.73","6","",""
"USC00325588","1912","47.116667","-99.416667",,"MARSTONMOOR, ND US","","","","","        60","6","        42","6","         3","6","","","","","","","","","","","","","","","  73.7"," ,6,0527, ","","","","","","","","","","","","","","","","","","","","","","","    501.7"," ,6","","","","","",""
"USC00325588","1913","47.116667","-99.416667",,"MARSTONMOOR, ND US","    163.2","","     163.2","6","        66","6","        45","6","         3","6","        69","6","       208","6","        86","6","       122","6","        15","6","","","  -47.8","6,0112, ","  35.1"," ,6,0819, ","   36.1","6,0628, ","0.0","6,0911","-3.9","6,0921","-5.6","6,0922","-7.8","6,1015","-10.0","6,1020","-1.7","6,0607","-5.6","6,0518","-5.6","6,0518","-6.7","6,0505","-9.4","6,0426","    433.4"," ,6","      3.34","6","     10.86","6","     -4.18","6"
"USC00325588","1918","47.116667","-99.416667",,"MARSTONMOOR, ND US","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
