"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00025335","2009","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.5","W","     10.3","","      10.3","X","       127","X","        65","X","         2","X","         7","X","       137","X","        71","X","        25","X","         0","X","       139"," ","        10"," ","  -22.8","X,0108,+","  32.0"," ,X,0117, ","   31.7","X,0706, ","0.0","X,0929","-2.8","X,1113","-4.4","X,1120","-7.8","X,1211","-8.9","X,1220","0.0","X,0427","-5.6","X,0403","-5.6","X,0403","-6.7","X,0317","-11.1","X,0309","    5118.6","6","    5118.6","X","    627.0"," ,X","      5.06","X","      8.26","X","      1.87","X","       220","X","        40","X","      22.8","X","      29.5","X"
"USW00025335","2010","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.4","W","      0.0","","       0.0","X","       144","X","        65","X","         3","X","         0","X","       123","X","        41","X","        12","X","         0","X","       121"," ","         9"," ","  -13.9","X,1220,+","  35.1"," ,X,0116, ","   26.1","X,0527, ","-0.6","X,1020","-2.2","X,1116","-5.0","X,1117","-6.7","X,1118","-10.0","X,1202","0.0","X,0424","-3.3","X,0412","-4.4","X,0223","-10.6","X,0113","-10.6","X,0113","    4371.5","5","    4371.5","X","    659.0"," ,X","      5.94","X","      8.93","X","      2.95","X","       210","X","        30","X","      20.1","X","      26.8","X"
"USW00025335","2011","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       5.1","W","      0.0","","       0.0","X","       145","X","        65","X","         4","X","         3","X","       132","X","        61","X","        10","X","         0","X","       135"," ","         2"," ","  -18.9","X,0115, ","  32.5"," ,X,0820, ","   24.4","X,0711, ","0.0","X,1002","-3.3","X,1102","-5.0","X,1103","-7.2","X,1114","-10.0","X,1115","-0.6","X,0428","-2.8","X,0419","-6.1","X,0322","-9.4","X,0313","-9.4","X,0313","    4890.9","9","    4890.9","X","    642.7"," ,X","      5.02","X","      7.95","X","      2.08","X","       210","X","       210","X","      21.9","X","      27.7","X"
"USW00025335","2012","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       5.0","X","      0.6","","       0.6","X","       157","X","        63","X","         1","X","         0","X","       155","X","        63","X","         5","X","         0","X","       131"," ","        16"," ","  -16.7","X,1222,+","  26.2"," ,X,0913, ","   25.6","X,0623, ","-0.6","X,1001","-2.2","X,1026","-5.0","X,1030","-7.2","X,1118","-11.7","X,1128","-0.6","X,0423","-2.2","X,0409","-4.4","X,0323","-10.0","X,0226","-10.0","X,0226","    4696.2","2","    4696.2","X","    568.4"," ,X","      4.52","X","      7.29","X","      1.74","X","        50","X","       210","X","      24.6","X","      31.3","X"
"USW00025335","2013","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.5","W","      5.9","","       5.9","W","       158","W","        66","W","         3","W","         3","W","       143","W","        55","W","        29","W","         0","W","       150"," ","        13"," ","  -20.6","W,0128, ","  29.2"," ,W,1023, ","   30.0","W,0617, ","-0.5","W,1022","-2.7","W,1108","-6.0","W,1109","-8.8","W,1117","-12.1","W,1118","-1.0","W,0430","-3.2","W,0429","-4.9","W,0405","-12.2","X,0322","-12.2","X,0322","    4990.2","2","    4990.2","W","    592.7"," ,W","      5.83","W","      8.88","W","      2.79","W","       220","W","       210","W","      20.6","W","      26.4","W"
"USW00025335","2014","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.2","W","      0.0","","       0.0","W","       156","W","        84","W","         4","W","         0","W","       109","W","        36","W","        15","W","         0","W","        13"," ","","","  -16.0","W,0220, ","  34.3"," ,W,0704, ","   23.9","W,0821,+","0.0","W,1002","-4.9","W,1115","-4.9","W,1115","-9.9","W,1128","-9.9","W,1128","0.0","W,0425","-3.8","W,0412","-5.5","W,0308","-7.7","W,0307","-10.5","W,0305","    4463.6","6","    4463.6","W","    801.6"," ,W","      6.47","W","      9.61","W","      3.32","W","       210","W","        50","W","      19.2","W","      25.9","W"
"USW00025335","2015","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.6","W","      9.5","","       9.5","W","       173","W","        81","W","         4","W","         1","W","        90","W","        36","W","        27","W","         0","W","         9"," ","","","  -18.8","W,0207, ","  38.4"," ,W,0120, ","   28.3","W,0615,+","0.0","W,1101","-3.2","W,1114","-6.6","W,1117","-7.7","W,1118","-9.9","W,1224","0.0","W,0422","-2.7","W,0325","-6.0","W,0312","-7.7","W,0311","-12.1","W,0210","    4084.2","2","    4084.2","W","    774.5"," ,W","      7.12","W","     10.25","W","      3.99","W","       220","W","       220","W","      23.3","W","      29.5","W"
"USW00025335","2016","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.3","W","     14.0","","      14.0","W","       136","W","        62","W","         1","W","         0","W","        66","W","        23","W","        30","W","         0","W","         1"," ","","","  -10.5","W,1215,+","  34.0"," ,W,1129, ","   30.0","W,0708, ","-0.5","W,1010","-3.2","W,1122","-8.2","W,1204","-8.2","W,1204","-9.9","W,1206","-1.0","W,0315","-2.7","W,0220","-4.9","W,0219","","","","","    3750.8","8","    3750.8","W","    624.4"," ,W","      8.40","W","     11.34","W","      5.47","W","       220","W","       210","W","      20.6","W","      25.9","W"
"USW00025335","2017","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.9","W","","","","","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4133.8","8","    4133.8","W","","","","","","","","","       210","W","       210","W","      22.8","W","      28.6","W"
"USW00025335","2018","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","","","","","","","","","","","","","","","","","","","","","","","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00025335","2019","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.6","W","","","","","       142","W","        61","W","         2","W","","","","","","","","","","","        12"," ","         4"," ","","","  31.0"," ,W,0317, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    600.2"," ,W","","","","","","","        40","W","        50","W","      21.9","W","      29.1","W"
"USW00025335","2020","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","","","","","","","       159","W","        63","W","         3","W","","","","","","","","","","","         2"," ","","","","","  93.2"," ,W,1201, ","","","","","","","","","","","","","","","","","","","","","","","    4263.6","6","    4263.6","W","    730.5"," ,W","","","","","","","       210","W","       210","W","      21.9","W","      26.8","W"
"USW00025335","2021","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.8","W","      1.5","","       1.5","W","       158","W","        62","W","         2","W","         2","W","       131","W","        59","W","        12","W","         0","W","         8"," ","","","  -19.9","W,0209, ","  30.0"," ,W,0921, ","   26.7","W,0731,+","0.0","W,1005","-3.2","W,1017","-5.5","W,1118","-9.9","W,1119","-9.9","W,1119","-1.0","W,0422","-6.6","W,0411","-6.6","W,0411","-8.2","W,0410","-9.3","W,0320","","","","","    569.8"," ,W","      5.21","W","      8.27","W","      2.15","W","       210","W","        50","W","      20.6","W","      27.3","W"
"USW00025335","2022","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.9","W","      5.5","","       5.5","W","       169","W","        76","W","         3","W","         5","W","       108","W","        45","W","        23","W","         0","W","        21"," ","         3"," ","  -19.3","W,0108,+","  31.0"," ,W,0930, ","   31.1","W,0628, ","-3.2","W,1101","-3.2","W,1101","-5.5","W,1105","-7.7","W,1107","-9.3","W,1109","0.0","W,0506","-3.8","W,0415","-4.9","W,0309","-7.1","W,0222","-9.9","W,0203","    4568.6","6","    4568.6","W","    763.1"," ,W","      6.11","W","      9.27","W","      2.95","W","       210","W","       230","W","      22.8","W","      28.6","W"
"USW00025335","2023","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","","","","","","","","","","","","","","","","","","","","","","","        15"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    4454.1","1","    4454.1","W","","","","","","","","","","","","","","","",""
"USW00025335","2024","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","","","","","","","       139","W","        65","W","         4","W","","","","","","","","","","","        25"," ","","","","","  50.3"," ,W,1012, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    632.9"," ,W","","","","","","","       210","W","       210","W","      21.9","W","      30.4","W"
"USW00025335","2025","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
