"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00025335","1998","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","","","      0.3","","       0.3","W","","","","","","","         0","W","       122","W","        50","W","        30","W","         0","W","","","","","  -17.2","W,0109,+","","","   27.2","W,0625, ","-0.6","W,1027","-4.4","W,1028","-4.4","W,1028","-10.6","W,1117","-10.6","W,1117","-0.6","W,0413","-2.8","W,0412","-6.7","M,0310","-6.7","M,0310","-10.6","M,0309","","","","","","","      6.02","W","      9.22","W","      2.82","W","","","","","","","",""
"USW00025335","1999","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.9","X","      4.3","","       4.3","X","       173","X","        78","X","         1","X","         3","X","       136","X","        49","X","        20","X","         0","X","         5"," ","         2"," ","  -18.3","X,0107, ","  49.5"," ,X,0922, ","   30.0","X,0703, ","0.0","X,1016","-2.8","X,1126","-5.6","X,1128","-7.2","X,1130","-10.6","X,1218","0.0","X,0511","-3.9","W,0405","-4.4","W,0318","-9.4","W,0309","-9.4","W,0309","    4886.1","1","    4886.1","X","    692.3"," ,X","      5.32","X","      8.32","X","      2.32","X","       210","X","       220","X","      23.2","X","      27.7","X"
"USW00025335","2000","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.6","X","      0.0","","       0.0","X","       163","X","        84","X","         3","X","         1","X","       125","X","        28","X","         4","X","         0","X","         9"," ","         3"," ","  -17.8","X,0114, ","  33.5"," ,X,1012, ","   25.0","X,0605, ","-0.6","X,0930","-2.2","X,1001","-4.4","X,1212","-6.7","X,1213","-10.6","X,1214","0.0","X,0427","-2.8","X,0410","-7.2","X,0310","-7.2","X,0310","-8.9","X,0121","    4513.8","8","    4513.8","X","    786.9"," ,X","      5.63","X","      8.50","X","      2.76","X","       220","X","        40","X","      20.6","X","      26.8","X"
"USW00025335","2001","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.7","X","      2.3","","       2.3","X","       171","X","        77","X","         3","X","         0","X","       121","X","        37","X","         5","X","         0","X","        18"," ","        15"," ","  -13.9","X,0321, ","  37.6"," ,X,1223, ","   25.6","X,0627, ","-0.6","X,1026","-3.9","Z,1029","-6.7","X,1125","-6.7","X,1125","-10.0","X,1126","-1.1","X,0416","-2.2","X,0410","-4.4","X,0402","-12.2","X,0323","-12.2","X,0323","    4528.3","3","    4528.3","X","    655.4"," ,X","      5.64","X","      8.57","X","      2.70","X","       220","X","       230","X","      22.8","X","      28.2","X"
"USW00025335","2002","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.7","X","      2.3","","       2.3","X","       146","X","        63","X","         2","X","         0","X","       129","X","        42","X","        18","X","         0","X","        17"," ","        10"," ","  -15.6","X,0127, ","  39.6"," ,X,1126, ","   27.2","X,0615, ","-0.6","X,1009","-5.6","X,1204","-5.6","X,1204","-8.9","X,1226","-8.9","X,1226","-1.7","X,0503","-2.2","X,0426","-6.7","X,0409","-6.7","X,0409","-10.0","X,0315","    4816.4","4","    4816.4","X","    583.5"," ,X","      5.89","X","      8.78","X","      3.00","X","       230","X","       210","X","      20.6","X","      27.3","X"
"USW00025335","2003","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.5","X","      0.3","","       0.3","X","       158","X","        65","X","         3","X","         0","X","       130","X","        48","X","        22","X","         0","X","         7"," ","         5"," ","  -16.7","X,0313, ","  36.1"," ,X,1221, ","   27.2","X,0808, ","0.0","X,1012","-2.8","X,1030","-4.4","X,1105","-7.8","X,1117","-10.6","X,1118","-0.6","X,0417","-4.4","X,0405","-4.4","X,0405","-13.3","X,0314","-13.3","X,0314","    4343.8","8","    4343.8","X","    637.2"," ,X","      6.00","X","      9.29","X","      2.71","X","        40","X","        50","X","      21.5","X","      27.3","X"
"USW00025335","2004","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       5.1","X","     13.2","","      13.2","X","       126","X","        71","X","         3","X","         2","X","       108","X","        33","X","        35","X","         1","X","        11"," ","        12"," ","  -18.9","X,0127,+","  36.1"," ,X,0308, ","   32.8","X,0816, ","-3.9","X,1019","-3.9","X,1019","-5.0","X,1108","-6.7","X,1204","-9.4","X,1225","-0.6","X,0421","-2.2","W,0324","-6.1","W,0320","-7.8","X,0202","-11.1","X,0131","    4408.2","2","    4408.2","X","    647.7"," ,X","      6.61","X","      9.99","X","      3.23","X","       210","X","       210","X","      25.9","X","      30.4","X"
"USW00025335","2005","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.6","X","      0.0","","       0.0","X","       161","X","        84","X","         3","X","         3","X","       120","X","        41","X","        19","X","         0","X","        11"," ","         4"," ","  -20.0","X,0113, ","  47.2"," ,X,1122, ","   25.6","X,0617, ","-0.6","X,1015","-2.8","X,1104","-7.2","X,1105","-7.2","X,1105","-8.9","X,1106","0.0","X,0419","-2.8","X,0408","-8.3","X,0219","-8.3","X,0219","-11.1","X,0214","    4342.5","5","    4342.5","X","    788.3"," ,X","      6.28","X","      9.46","X","      3.11","X","       220","X","       220","X","      21.5","X","      28.2","X"
"USW00025335","2006","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.9","W","      0.0","","       0.0","X","       155","X","        75","X","         2","X","         0","X","       153","X","        70","X","        12","X","         0","X","       129"," ","        10"," ","  -16.7","X,1125, ","  37.8"," ,X,0901, ","   23.9","X,0602, ","0.0","X,1018","-2.8","X,1028","-4.4","X,1029","-7.2","X,1104","-9.4","X,1113","0.0","X,0501","-3.9","X,0401","-7.8","X,0319","-7.8","X,0319","-14.4","X,0318","    4664.2","2","    4664.2","X","    642.3"," ,X","      4.61","X","      7.44","X","      1.78","X","       210","X","       210","X","      20.6","X","      28.2","X"
"USW00025335","2007","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.4","W","      0.0","","       0.0","X","       144","X","        70","X","         0","X","         2","X","       139","X","        55","X","         8","X","         0","X","       141"," ","        16"," ","  -17.8","X,1204,+","  23.9"," ,X,0712, ","   25.6","X,0812,+","-1.1","X,1019","-2.8","X,1020","-5.0","X,1201","-13.9","X,1202","-13.9","X,1202","-0.6","X,0501","-2.8","X,0404","-4.4","X,0403","-12.2","X,0320","-12.2","X,0320","    5077.7","7","    5077.7","X","    532.2"," ,X","      4.78","X","      7.61","X","      1.95","X","       210","X","       220","X","      20.6","X","      26.4","X"
"USW00025335","2008","59.45383","-135.32769","7.4","SKAGWAY AIRPORT, AK US","       4.9","W","      0.0","","       0.0","X","       158","X","        72","X","         0","X","        10","X","       134","X","        57","X","         6","X","         0","X","       137"," ","         5"," ","  -21.1","X,0128, ","  23.9"," ,X,1023, ","   24.4","X,0820, ","0.0","X,1006","-2.2","X,1026","-4.4","X,1109","-6.7","X,1209","-9.4","X,1217","-0.6","X,0501","-3.3","X,0419","-5.6","X,0330","-6.7","X,0301","-16.1","X,0210","    4881.6","6","    4881.6","X","    627.7"," ,X","      4.43","X","      7.15","X","      1.71","X","        40","X","        40","X","      21.5","X","      31.7","X"
