"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00117400","1950","39.53333","-91.01667","143.0","ROCKPORT, IL US","        65","0","        60","0","         2","0","         3","0","         1"," ","","","    51"," ,0,0319, ","  48.3"," ,0,0830, ","    568.4"," ,0","      114"," ,0"
"USC00117400","1951","39.53333","-91.01667","143.0","ROCKPORT, IL US","        95","0","        83","0","         9","0","        11","0","         1"," ","         1"," ","   178"," ,0,1106, ","  38.9"," ,0,0922, ","    986.1"," ,0","      769"," ,0"
"USC00117400","1952","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","","","         1"," ","         2"," ","","","","","","","",""
"USC00117400","1953","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","","","","","        10"," ","","","","","","","",""
"USC00117400","1954","39.53333","-91.01667","143.0","ROCKPORT, IL US","        49","0","        43","0","         5","0","         2","0","         1"," ","         2"," ","    76"," ,0,1229,+","  88.9"," ,0,0629, ","    791.0"," ,0","      213"," ,0"
"USC00117400","1955","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","","","         1"," ","","","","","","","","","",""
"USC00117400","1957","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","","","         2"," ","","","","","","","","","",""
"USC00117400","1958","39.53333","-91.01667","143.0","ROCKPORT, IL US","        63","0","        62","0","        17","0","","","         1"," ","","","","","  88.9"," ,0,0731, ","   1064.6"," ,0","",""
"USC00117400","1959","39.53333","-91.01667","143.0","ROCKPORT, IL US","        72","0","        65","0","        11","0","","","         6"," ","","","","","  48.3"," ,0,0926, ","    871.2"," ,0","",""
"USC00117400","1960","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","","","         4"," ","","","","","","","","","",""
"USC00117400","1961","39.53333","-91.01667","143.0","ROCKPORT, IL US","        72","0","        64","0","        13","0","         4","0","         2"," ","","","   140"," ,0,1219, ","  99.1"," ,0,0914, ","   1111.3"," ,0","      590"," ,0"
"USC00117400","1962","39.53333","-91.01667","143.0","ROCKPORT, IL US","        77","0","        69","0","         6","0","         8","0","","","","","   178"," ,0,0221, ","  55.9"," ,0,0703, ","    832.8"," ,0","      831"," ,0"
"USC00117400","1963","39.53333","-91.01667","143.0","ROCKPORT, IL US","        57","0","        53","0","        10","0","         6","0","","","","","   165"," ,0,0223, ","  61.0"," ,0,0516, ","    748.0"," ,0","      516"," ,0"
"USC00117400","1964","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","","","","","         1"," ","","","","","","","",""
"USC00117400","1966","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","         3","0","","","","","   203"," ,0,0201, ","","","    898.7"," ,0","      508"," ,0"
"USC00117400","1967","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","","","","","         4"," ","","","","","","","",""
"USC00117400","1968","39.53333","-91.01667","143.0","ROCKPORT, IL US","       100","0","        68","0","        10","0","         6","0","","","        29"," ","    51"," ,0,1225,+","  69.9"," ,0,0715, ","    965.8"," ,0","      269"," ,0"
"USC00117400","1969","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","","","","","         4"," ","","","","","","","",""
"USC00117400","1970","39.53333","-91.01667","143.0","ROCKPORT, IL US","","","","","","","","","","","         9"," ","","","","","","","",""
