"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00362041","1893","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       145","6","        81","6","         5","6","","","  57.2"," ,6,0829, ","    933.0"," ,6"
"USC00362041","1894","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       133","6","        80","6","         4","6","        47"," ","  36.8"," ,6,0920, ","    755.4"," ,6"
"USC00362041","1895","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       118","6","        67","6","         0","6","        62"," ","  23.6"," ,6,1227, ","    662.2"," ,6"
"USC00362041","1896","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       146","6","        86","6","         8","6","        82"," ","  39.6"," ,6,0930, ","   1048.8"," ,6"
"USC00362041","1897","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       137","6","        83","6","         7","6","        60"," ","  79.2"," ,6,0608, ","    971.6"," ,6"
"USC00362041","1898","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","","","","","","","        48"," ","","","",""
"USC00362041","1899","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       131","6","        90","6","         8","6","        53"," ","  41.4"," ,6,0629, ","    976.0"," ,6"
"USC00362041","1900","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       123","6","        83","6","         2","6","        50"," ","  28.7"," ,6,1126,+","    743.3"," ,6"
"USC00362041","1901","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       138","6","        83","6","        11","6","        40"," ","  66.0"," ,6,1215, ","   1137.7"," ,6"
"USC00362041","1902","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       126","6","        80","6","         4","6","        72"," ","  47.8"," ,6,0730, ","    861.6"," ,6"
"USC00362041","1903","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","","","","","","","        57"," ","","","",""
"USC00362041","1904","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","","","","","","","        67"," ","","","",""
"USC00362041","1905","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       136","6","        75","6","         8","6","        45"," ","  47.5"," ,6,0607, ","    951.5"," ,6"
"USC00362041","1906","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       166","6","        79","6","         7","6","        40"," ","  57.2"," ,6,0920, ","    936.7"," ,6"
"USC00362041","1907","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       159","6","        86","6","         6","6","        34"," ","  39.9"," ,6,0712, ","    971.5"," ,6"
"USC00362041","1908","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       146","6","        85","6","         2","6","        48"," ","  36.1"," ,6,0319, ","    838.9"," ,6"
"USC00362041","1909","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       156","6","        85","6","         3","6","        31"," ","  33.3"," ,6,0224, ","    795.8"," ,6"
"USC00362041","1910","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       142","6","        76","6","         3","6","        57"," ","  38.1"," ,6,0909, ","    820.0"," ,6"
"USC00362041","1911","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       161","6","       106","6","         6","6","        27"," "," 124.0"," ,6,0909, ","   1211.9"," ,6"
"USC00362041","1912","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       164","6","        82","6","         9","6","        42"," ","  58.2"," ,6,0722, ","    941.2"," ,6"
"USC00362041","1913","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       158","6","        86","6","         8","6","        35"," ","  61.5"," ,6,0326, ","   1028.9"," ,6"
"USC00362041","1914","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       156","6","        86","6","         6","6","        31"," ","  63.0"," ,6,0628, ","    961.3"," ,6"
"USC00362041","1915","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       162","6","        87","6","         4","6","        34"," ","  44.7"," ,6,0613, ","   1001.7"," ,6"
"USC00362041","1916","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       153","6","        86","6","         4","6","        54"," ","  40.6"," ,6,1019, ","    899.4"," ,6"
"USC00362041","1917","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","","","","","","","        38"," ","","","",""
"USC00362041","1918","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       150","6","        87","6","         9","6","        78"," ","  56.6"," ,6,0814, ","   1072.3"," ,6"
"USC00362041","1919","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       152","6","        94","6","         7","6","        57"," ","  72.1"," ,6,0715, ","   1178.3"," ,6"
"USC00362041","1920","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       134","6","        78","6","         7","6","        55"," ","  71.6"," ,6,0617, ","    901.5"," ,6"
"USC00362041","1921","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","       156","6","        95","6","         4","6","        28"," "," 109.7"," ,6,0626, ","   1097.3"," ,6"
"USC00362041","1922","40.483333","-80.066667","219.5","DAVIS ISLAND DAM, PA US","","","","","","","        22"," ","","","",""
