"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00014253","1991","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        51","a","        49","a","        24","a","","","","","","","","","","","","","  88.8"," ,a,0210, ","","","","","","","   1360.7"," ,a","","","","","",""
"ASN00014253","1992","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        64","a","        62","a","        15","a","","","","","","","","","","","",""," 109.0"," ,a,0225, ","","","","","","","   1199.3"," ,a","","","","","",""
"ASN00014253","1993","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        80","a","        66","a","        17","a","","","","","","","","","","","",""," 146.6"," ,a,0201, ","","","","","","","   1497.4"," ,a","","","","","",""
"ASN00014253","1995","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        96","a","        76","a","        21","a","","","","","","","","","","","",""," 185.8"," ,a,0305, ","","","","","","","   2061.9"," ,a","","","","","",""
"ASN00014253","1996","-13.1672","130.1225","3.0","CHANNEL POINT, AS","       105","a","        86","a","        24","a","         0","a","         0","a","         0","a","       357","a","       135","a","   10.6","a,0715, ","  98.8"," ,a,0201, ","   35.8","a,1124, ","       0.0","0","       0.0","a","   1786.1"," ,a","     26.94","a","     31.45","a","     22.43","a"
"ASN00014253","1997","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        92","a","        79","a","        28","a","","","","","","","","","","","",""," 162.4"," ,a,0125, ","","","","","","","   2117.5"," ,a","","","","","",""
"ASN00014253","1999","-13.1672","130.1225","3.0","CHANNEL POINT, AS","       129","a","        95","a","        26","a","","","","","","","","","","","",""," 204.5"," ,a,0116, ","","","","","","","   2650.6"," ,a","","","","","",""
"ASN00014253","2000","-13.1672","130.1225","3.0","CHANNEL POINT, AS","","","","","","","         0","a","         0","a","         0","a","       341","a","        71","a","   10.8","a,0602, ","","","   36.0","a,1123, ","","","","","   2953.2"," ,a","     26.54","a","     30.44","a","     22.65","a"
"ASN00014253","2002","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        85","a","        57","a","        13","a","","","","","","","","","","","","","  93.4"," ,a,0208, ","","","","","","","   1119.9"," ,a","","","","","",""
"ASN00014253","2003","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        92","a","        68","a","        18","a","","","","","","","","","","","","","  90.4"," ,a,1223, ","","","","","","","   1504.0"," ,a","","","","","",""
"ASN00014253","2006","-13.1672","130.1225","3.0","CHANNEL POINT, AS","       108","a","        90","a","        38","a","","","","","","","","","","","",""," 184.0"," ,a,0125, ","","","","","","","   2562.4"," ,a","","","","","",""
"ASN00014253","2008","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        98","a","        83","a","        37","a","","","","","","","","","","","",""," 113.4"," ,a,1218, ","","","","","","","   2575.0"," ,a","","","","","",""
"ASN00014253","2009","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        86","a","        61","a","        11","a","","","","","","","","","","","",""," 188.4"," ,a,1213, ","","","","","","","   1336.5"," ,a","","","","","",""
"ASN00014253","2010","-13.1672","130.1225","3.0","CHANNEL POINT, AS","       114","a","        97","a","        26","a","","","","","","","","","","","",""," 100.0"," ,a,0113, ","","","","","","","   1875.1"," ,a","","","","","",""
"ASN00014253","2014","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        91","a","        72","a","        22","a","","","","","","","","","","","",""," 107.6"," ,a,0131, ","","","","","","","   1551.1"," ,a","","","","","",""
"ASN00014253","2015","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        84","a","        71","a","        25","a","","","","","","","","","","","",""," 238.8"," ,a,1225, ","","","","","","","   2121.0"," ,a","","","","","",""
"ASN00014253","2017","-13.1672","130.1225","3.0","CHANNEL POINT, AS","       106","a","        91","a","        28","a","","","","","","","","","","","",""," 209.0"," ,a,0124, ","","","","","","","   2517.6"," ,a","","","","","",""
"ASN00014253","2018","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        94","a","        71","a","        28","a","","","","","","","","","","","",""," 138.2"," ,a,0128, ","","","","","","","   1934.4"," ,a","","","","","",""
"ASN00014253","2019","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        70","a","        54","a","        13","a","","","","","","","","","","","","","  72.0"," ,a,0128, ","","","","","","","    992.7"," ,a","","","","","",""
"ASN00014253","2020","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        88","a","        70","a","        20","a","","","","","","","","","","","",""," 171.0"," ,a,1007, ","","","","","","","   1554.8"," ,a","","","","","",""
"ASN00014253","2021","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        85","a","        70","a","        25","a","","","","","","","","","","","",""," 133.0"," ,a,0124, ","","","","","","","   1556.6"," ,a","","","","","",""
"ASN00014253","2022","-13.1672","130.1225","3.0","CHANNEL POINT, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1877.0"," ,a","","","","","",""
"ASN00014253","2023","-13.1672","130.1225","3.0","CHANNEL POINT, AS","        67","a","        61","a","        16","a","         0","a","         0","a","         0","a","       355","a","       157","a","   11.0","a,0726,+"," 110.0"," ,a,0224, ","   37.0","a,0911,+","","","","","   1280.2"," ,a","     27.18","a","     31.91","a","     22.45","a"
